C0_hist_0_0,C0_hist_0_1,C0_hist_0_2,C0_hist_0_3,C0_hist_0_4,C0_hist_1_0,C0_hist_1_1,C0_hist_1_2,C0_hist_1_3,C0_hist_1_4,C0_hist_2_0,C0_hist_2_1,C0_hist_2_2,C0_hist_2_3,C0_hist_2_4,C0_hist_3_0,C0_hist_3_1,C0_hist_3_2,C0_hist_3_3,C0_hist_3_4,C0_hist_4_0,C0_hist_4_1,C0_hist_4_2,C0_hist_4_3,C0_hist_4_4,GS_hist_0_0,GS_hist_0_1,GS_hist_0_2,GS_hist_0_3,GS_hist_0_4,GS_hist_1_0,GS_hist_1_1,GS_hist_1_2,GS_hist_1_3,GS_hist_1_4,GS_hist_2_0,GS_hist_2_1,GS_hist_2_2,GS_hist_2_3,GS_hist_2_4,GS_hist_3_0,GS_hist_3_1,GS_hist_3_2,GS_hist_3_3,GS_hist_3_4,GS_hist_4_0,GS_hist_4_1,GS_hist_4_2,GS_hist_4_3,GS_hist_4_4,RCS_hist_0_0,RCS_hist_0_1,RCS_hist_0_2,RCS_hist_0_3,RCS_hist_0_4,RCS_hist_1_0,RCS_hist_1_1,RCS_hist_1_2,RCS_hist_1_3,RCS_hist_1_4,RCS_hist_2_0,RCS_hist_2_1,RCS_hist_2_2,RCS_hist_2_3,RCS_hist_2_4,RCS_hist_3_0,RCS_hist_3_1,RCS_hist_3_2,RCS_hist_3_3,RCS_hist_3_4,RCS_hist_4_0,RCS_hist_4_1,RCS_hist_4_2,RCS_hist_4_3,RCS_hist_4_4,frozen_Corrected_by_CH_pixels,frozen_Harmed_by_CH_pixels,frozen_Stable_Correct_pixels,frozen_Still_Wrong_pixels,frozen_top20_pixels,image_id
26555,2368,0,0,0,8574,12679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26707,2216,0,0,0,8612,12641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26627,2296,0,0,0,8561,12692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4669,2830,33034,9643,10014,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+107
46283,0,0,0,0,3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46283,0,0,0,0,3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46283,0,0,0,0,3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4179,1172,40596,4229,7148,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+108
26831,8086,0,0,0,4307,8562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2390,26747,8170,0,0,0,4361,8508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2390,26662,8255,0,0,0,4298,8571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2390,3294,2400,32906,9186,8991,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+109
0,0,0,0,0,0,29433,192,0,0,0,3939,15741,0,0,0,0,0,0,0,0,0,0,0,871,0,0,0,0,0,0,29424,201,0,0,0,4035,15645,0,0,0,0,0,0,0,0,0,0,0,871,0,0,0,0,0,0,29412,213,0,0,0,4131,15549,0,0,0,0,0,0,0,0,0,0,0,871,4723,892,39964,3726,6601,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+11
16861,26092,0,0,0,2559,4664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17134,25819,0,0,0,2558,4665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16527,26426,0,0,0,2471,4752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3488,5233,22925,18530,15310,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+110
0,0,0,0,0,0,4665,1766,0,0,0,16450,27295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4703,1728,0,0,0,16177,27568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4752,1679,0,0,0,16446,27299,0,0,0,0,0,0,0,0,0,0,0,0,9736,1250,23029,16161,14049,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+111
0,0,0,0,0,0,4396,857,0,0,0,8770,36153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4358,895,0,0,0,8770,36153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4325,928,0,0,0,9281,35642,0,0,0,0,0,0,0,0,0,0,0,0,13170,701,31359,4946,12320,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+112
0,0,0,0,0,0,0,1458,0,0,0,0,48718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1458,0,0,0,0,48718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1458,0,0,0,0,48718,0,0,0,0,0,0,0,0,0,0,0,0,20327,87,25682,4080,21325,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+113
0,0,0,0,0,0,0,235,0,0,0,0,49941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,49941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,49941,0,0,0,0,0,0,0,0,0,0,0,0,18086,0,30820,1270,15007,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+114
0,0,0,0,0,0,0,0,0,0,16,0,50160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50176,0,0,0,0,0,0,0,0,0,0,0,0,17365,0,31686,1125,20196,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+115
0,0,0,0,0,0,0,137,0,0,0,0,50039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,50039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,50039,0,0,0,0,0,0,0,0,0,0,0,0,20355,10,28965,846,19626,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+116
0,0,292,0,0,0,7980,5081,0,0,0,16624,20199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,8319,4742,0,0,0,16998,19825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,8512,4549,0,0,0,17163,19660,0,0,0,0,0,0,0,0,0,0,0,0,16348,3697,21283,8848,14645,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+117
0,0,0,0,0,0,35333,160,0,0,0,8682,6001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35366,127,0,0,0,9589,5094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35367,126,0,0,0,9584,5099,0,0,0,0,0,0,0,0,0,0,0,0,7335,860,29178,12803,13537,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+118
0,0,0,0,0,0,21440,89,0,0,0,22377,6270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21411,118,0,0,0,22238,6409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21401,128,0,0,0,22141,6506,0,0,0,0,0,0,0,0,0,0,0,0,9818,763,16791,22804,15349,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+119
0,0,0,0,0,0,15891,8160,0,0,0,3874,22251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16411,7640,0,0,0,4024,22101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16483,7568,0,0,0,4023,22102,0,0,0,0,0,0,0,0,0,0,0,0,7039,4267,29045,9825,11608,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+12
0,400,0,0,0,0,19221,0,0,0,800,29755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,98,19123,0,0,0,1150,29405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,19221,0,0,0,896,29659,0,0,0,0,0,0,0,0,0,0,0,0,0,1836,2114,19124,27102,17865,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+120
2783,0,0,0,0,11294,18425,0,0,0,6841,10833,0,0,0,0,0,0,0,0,0,0,0,0,0,2783,0,0,0,0,11019,18700,0,0,0,6384,11290,0,0,0,0,0,0,0,0,0,0,0,0,0,2783,0,0,0,0,10860,18859,0,0,0,6116,11558,0,0,0,0,0,0,0,0,0,0,0,0,0,2220,4528,20288,23140,13176,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+121
12772,0,0,0,0,19840,0,0,0,0,17564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12772,0,0,0,0,19840,0,0,0,0,17564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12772,0,0,0,0,19840,0,0,0,0,17564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5212,4039,18431,22494,13310,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+122
19471,847,0,0,0,9019,11495,0,0,0,3193,6151,0,0,0,0,0,0,0,0,0,0,0,0,0,19352,966,0,0,0,8935,11579,0,0,0,3136,6208,0,0,0,0,0,0,0,0,0,0,0,0,0,19253,1065,0,0,0,8804,11710,0,0,0,3214,6130,0,0,0,0,0,0,0,0,0,0,0,0,0,5033,4457,23923,16763,10282,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+123
18117,3410,0,0,0,5604,18845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,18055,3472,0,0,0,5490,18959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,17977,3550,0,0,0,5294,19155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,3403,2861,32174,7538,11318,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+124
35299,0,0,0,0,9589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5288,35299,0,0,0,0,9589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5288,35299,0,0,0,0,9589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5288,3683,1533,30427,9245,7296,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+125
0,6747,3881,0,0,0,6446,1924,0,0,0,7454,23724,0,0,0,0,0,0,0,0,0,0,0,0,0,6803,3825,0,0,0,6435,1935,0,0,0,7772,23406,0,0,0,0,0,0,0,0,0,0,0,0,0,6780,3848,0,0,0,6430,1940,0,0,0,7965,23213,0,0,0,0,0,0,0,0,0,0,0,0,12755,1124,25008,11289,14917,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+126
10034,0,10291,0,0,1982,0,5294,0,0,0,0,22575,0,0,0,0,0,0,0,0,0,0,0,0,10260,0,10065,0,0,1980,0,5296,0,0,0,0,22575,0,0,0,0,0,0,0,0,0,0,0,0,9972,0,10353,0,0,1980,0,5296,0,0,0,0,22575,0,0,0,0,0,0,0,0,0,0,0,0,9383,4874,27521,8398,11454,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+127
256,0,12305,0,0,0,0,7831,0,0,0,0,29784,0,0,0,0,0,0,0,0,0,0,0,0,446,0,12115,0,0,2,0,7829,0,0,192,0,29592,0,0,0,0,0,0,0,0,0,0,0,0,256,0,12305,0,0,0,0,7831,0,0,96,0,29688,0,0,0,0,0,0,0,0,0,0,0,0,12799,6900,17575,12902,16921,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+128
0,0,3191,0,0,0,0,2041,0,0,912,0,44032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3191,0,0,0,0,2041,0,0,1040,0,43904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3191,0,0,0,0,2041,0,0,1040,0,43904,0,0,0,0,0,0,0,0,0,0,0,0,17197,982,22981,9016,18790,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+129
0,0,0,0,0,0,12694,982,0,0,0,7127,29373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12701,975,0,0,0,6895,29605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12770,906,0,0,0,6321,30179,0,0,0,0,0,0,0,0,0,0,0,0,11837,1580,29335,7424,13419,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+13
256,0,6204,0,0,0,0,3793,0,0,0,0,39923,0,0,0,0,0,0,0,0,0,0,0,0,256,0,6204,0,0,0,0,3793,0,0,0,0,39923,0,0,0,0,0,0,0,0,0,0,0,0,256,0,6204,0,0,0,0,3793,0,0,0,0,39923,0,0,0,0,0,0,0,0,0,0,0,0,12566,2600,29785,5225,15399,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+130
0,5708,64,0,0,0,2413,880,0,0,0,13416,27695,0,0,0,0,0,0,0,0,0,0,0,0,0,5701,71,0,0,0,2399,894,0,0,0,13151,27960,0,0,0,0,0,0,0,0,0,0,0,0,0,5700,72,0,0,0,2394,899,0,0,0,12948,28163,0,0,0,0,0,0,0,0,0,0,0,0,15905,3710,22924,7637,17964,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+131
0,5123,6030,0,0,0,3052,2930,0,0,0,5708,27333,0,0,0,0,0,0,0,0,0,0,0,0,0,6592,4561,0,0,0,3450,2532,0,0,0,6312,26729,0,0,0,0,0,0,0,0,0,0,0,0,0,7277,3876,0,0,0,3568,2414,0,0,0,6993,26048,0,0,0,0,0,0,0,0,0,0,0,0,13965,8442,18329,9440,18504,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+132
0,0,0,0,0,0,13128,258,0,0,0,28601,8189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13123,263,0,0,0,28825,7965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13138,248,0,0,0,28853,7937,0,0,0,0,0,0,0,0,0,0,0,0,3383,1828,18724,26241,13436,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+133
0,0,0,0,0,0,26487,0,0,0,0,23689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26487,0,0,0,0,23689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26487,0,0,0,0,23689,0,0,0,0,0,0,0,0,0,0,0,0,0,3083,804,20673,25616,16787,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+134
0,0,0,0,0,0,22195,0,0,0,768,27213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22195,0,0,0,704,27277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22195,0,0,0,800,27181,0,0,0,0,0,0,0,0,0,0,0,0,0,5830,985,19750,23611,11542,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+135
0,0,0,0,0,0,34313,0,0,0,0,15863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34313,0,0,0,0,15863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34313,0,0,0,0,15863,0,0,0,0,0,0,0,0,0,0,0,0,0,8277,645,30970,10284,20400,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+136
0,0,0,0,0,0,38728,0,0,0,0,11448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38728,0,0,0,0,11448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38728,0,0,0,0,11448,0,0,0,0,0,0,0,0,0,0,0,0,0,3181,4128,26369,16498,18243,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+137
0,0,0,0,0,0,15684,0,0,0,160,29707,0,0,0,0,0,0,0,0,0,0,0,0,4625,0,0,0,0,0,33,15651,0,0,0,191,29676,0,0,0,0,0,0,0,0,0,0,0,0,4625,0,0,0,0,0,0,15684,0,0,0,96,29771,0,0,0,0,0,0,0,0,0,0,0,0,4625,3075,1804,14712,25960,8840,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+138
0,9125,0,0,0,0,30190,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,10764,0,9125,0,0,0,0,30190,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,10764,0,9125,0,0,0,0,30190,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,10764,2065,4905,16634,15808,14806,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+139
0,0,0,0,0,0,8444,3170,0,0,0,11072,27490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8505,3109,0,0,0,11067,27495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8660,2954,0,0,0,11172,27390,0,0,0,0,0,0,0,0,0,0,0,0,9992,2382,24881,12921,16350,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+14
12557,14916,0,0,0,4399,14307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3997,12701,14772,0,0,0,4462,14244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3997,12636,14837,0,0,0,4295,14411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3997,1945,4526,22373,17335,10328,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+140
11820,932,3746,0,0,170,23260,8114,0,0,0,1601,533,0,0,0,0,0,0,0,0,0,0,0,0,11608,930,3960,0,0,136,23702,7706,0,0,0,1604,530,0,0,0,0,0,0,0,0,0,0,0,0,11377,1059,4062,0,0,132,23782,7630,0,0,0,1536,598,0,0,0,0,0,0,0,0,0,0,0,0,7966,3057,26638,12515,16140,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+141
31773,0,0,0,0,18163,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31773,0,0,0,0,18163,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31773,0,0,0,0,18163,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4638,6351,25972,13215,7891,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+142
12039,1175,1066,0,0,2539,5440,7079,0,0,55,826,19957,0,0,0,0,0,0,0,0,0,0,0,0,12049,1143,1088,0,0,2460,5905,6693,0,0,58,966,19814,0,0,0,0,0,0,0,0,0,0,0,0,12116,1166,998,0,0,2427,6592,6039,0,0,55,1355,19428,0,0,0,0,0,0,0,0,0,0,0,0,9137,6753,26218,8068,11152,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+143
0,0,6813,0,0,0,0,13078,0,0,0,0,30285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6813,0,0,0,0,13078,0,0,0,0,30285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6813,0,0,0,0,13078,0,0,0,0,30285,0,0,0,0,0,0,0,0,0,0,0,0,10239,6344,18831,14762,19920,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+144
752,0,5320,0,0,701,0,9015,0,0,595,0,33793,0,0,0,0,0,0,0,0,0,0,0,0,625,0,5447,0,0,764,0,8952,0,0,595,0,33793,0,0,0,0,0,0,0,0,0,0,0,0,625,0,5447,0,0,764,0,8952,0,0,531,0,33857,0,0,0,0,0,0,0,0,0,0,0,0,15733,4312,16886,13245,17807,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+145
0,0,1535,0,0,0,0,346,0,0,0,0,48295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1535,0,0,0,0,346,0,0,0,0,48295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1535,0,0,0,0,346,0,0,0,0,48295,0,0,0,0,0,0,0,0,0,0,0,0,18682,374,26792,4328,16662,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+146
400,0,7683,0,0,0,0,9273,0,0,0,0,32820,0,0,0,0,0,0,0,0,0,0,0,0,400,0,7683,0,0,0,0,9273,0,0,0,0,32820,0,0,0,0,0,0,0,0,0,0,0,0,400,0,7683,0,0,0,0,9273,0,0,0,0,32820,0,0,0,0,0,0,0,0,0,0,0,0,9829,4948,24396,11003,15450,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+147
0,0,0,0,0,0,8302,1750,0,0,0,12876,27248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8608,1444,0,0,0,13419,26705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8718,1334,0,0,0,13754,26370,0,0,0,0,0,0,0,0,0,0,0,0,13809,3749,24312,8306,15505,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+148
0,0,0,0,0,0,18548,1732,0,0,0,13403,16493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19189,1091,0,0,0,16526,13370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19408,872,0,0,0,17426,12470,0,0,0,0,0,0,0,0,0,0,0,0,6969,1880,22620,18707,14110,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+149
