group,targets,GT_same_fraction,GT_shallow_candidate_fraction,GT_deep_candidate_fraction,GT_other_fraction,GT_background_fraction,GT_ignore_fraction
pair3_1,1888,0.8079814083215197,0.06693236609024067,0.5778213845890496,0.3099489176926554,0.04529733157132642,0.0
pair3_2,713,0.8094168960065862,0.09538142034146532,0.49018437093317113,0.3711061235856876,0.04332808564256401,0.0
class2_Deep_Win,74850,0.8486511232271671,0.07607400293783617,0.8486511232271671,0.046458272687958914,0.028816601641883023,0.0
class2_Shallow_Win,11749,0.6837257866694806,0.6837257866694806,0.25547651998437604,0.02736115051113676,0.033436542639729366,0.0
class2_Both_Wrong,29976,0.784653209655236,0.03878824947346765,0.13624110833776149,0.7980797058813948,0.026890936901755973,0.0
class2_pair0_1,21986,0.7721431587984041,0.01698980974055502,0.18151833507182213,0.7727341202780622,0.028757735490631205,0.0
class2_pair0_2,30821,0.8615653790976344,0.010504235642293785,0.8615653790976344,0.09544403741960457,0.03248634814251775,0.0
class2_pair0_3,2368,0.8214816825898565,0.011747324639440488,0.0014418087257827457,0.9643271586706711,0.022483708152887284,0.0
class2_pair1_0,2367,0.8183525874864516,0.13834116973016722,0.023537064735460154,0.8188250782019386,0.01929668834913769,0.0
class2_pair1_2,43655,0.8395780701911526,0.12301591069860718,0.8395780701911526,0.01111604134268336,0.026289978401381073,0.0
class2_pair1_3,3025,0.8189874443196314,0.14344046140936287,0.0003917047784717615,0.8345095242252034,0.021658310345104657,0.0
class2_pair2_0,644,0.8679886479885173,0.8679886479885173,0.030911262198467016,0.08394195826909279,0.01715813093581555,0.0
class2_pair2_1,10522,0.6661304804711374,0.6661304804711374,0.2833660162580914,0.016017708952795886,0.034485794124355464,0.0
class2_pair2_3,583,0.7977438469259244,0.7977438469259244,0.00018792002227023167,0.1695869684883906,0.03248126479424856,0.0
class2_pair3_0,31,0.9718640562026731,0.0,0.006177120601698276,0.9936261830791351,0.00019669550801477124,0.0
class2_pair3_1,199,0.776638791564122,0.0,0.16381163647557473,0.7890728682129826,0.04711549490896152,0.0
class2_pair3_2,374,0.8434475138783455,0.0003435604764835879,0.8434475138783455,0.13489371275200562,0.02131521305378108,0.0
class3_Deep_Win,74336,0.9189527904262077,0.02760043181251584,0.9189527904262077,0.034476542664543766,0.01897023537236711,0.0
class3_Shallow_Win,418,0.8026716426264441,0.8026716426264441,0.07588706197858784,0.1022844633998786,0.01915683159626949,0.0
class3_Both_Wrong,13975,0.8074663565943621,0.07897446347640458,0.07400639947080628,0.8332275746840058,0.013791562682334235,0.0
class3_pair0_1,6777,0.8018859280292557,0.11473494478404771,0.06181275310661048,0.8046366922514477,0.018815609994149957,0.0
class3_pair0_2,1817,0.9100678297796122,0.04094202409769538,0.0016689809089466053,0.9541067966538337,0.003282198858748246,0.0
class3_pair0_3,32874,0.927345806026222,0.024153380070614634,0.927345806026222,0.028536275102613962,0.01996453895293688,0.0
class3_pair1_0,2642,0.7334244718770218,0.056581294462282175,0.1920825091684498,0.7348643629124316,0.01647183394752567,0.0
class3_pair1_2,1699,0.849791145867604,0.05798251325951965,0.004231139057408525,0.9332390195169892,0.004547328868548683,0.0
class3_pair1_3,39959,0.9136530898086803,0.03146523867027739,0.9136530898086803,0.03686203301269793,0.018019638889541202,0.0
class3_pair2_0,356,0.8347353419561064,0.0006708032713177499,0.14661461924427724,0.8487613989730899,0.003953178538783883,0.0
class3_pair2_1,684,0.756870992950093,0.005086070955976059,0.06642743794871113,0.9188255033515699,0.009660987766209052,0.0
class3_pair2_3,1503,0.876277302828675,0.00024485079719079625,0.876277302828675,0.10098256196526789,0.022495284573691175,0.0
class3_pair3_0,194,0.8177542520552566,0.8177542520552566,0.10580846836031943,0.05736007064235272,0.019077207468277246,0.0
class3_pair3_1,151,0.7279423167867376,0.7279423167867376,0.07392676353195546,0.1696105405151696,0.02852037985691961,0.0
class3_pair3_2,73,0.91716619019639,0.91716619019639,0.00042476372359550164,0.08240904628413998,0.0,0.0
