index,image_name,source_group,fold,router_choice_index,router_choice,safe_oracle_choice,predicted_relative_cam56,true_relative_cam56,predicted_relative_cam28_1,true_relative_cam28_1,predicted_relative_cam28_2,true_relative_cam28_2,predicted_relative_camdeep,true_relative_camdeep
10,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+45,TCGA-S3-AA10-DX1,0,1,cam28_1,official_fusion,-0.0034494642168283463,0.0,0.0024989377707242966,0.0,-0.015287661924958229,0.0,-0.02388876862823963,0.0
11,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+152,TCGA-GM-A2DF-DX1,3,-1,official_fusion,cam28_1,-0.08529096096754074,-0.0170757919549942,-0.029835669323801994,0.014554157853126526,-0.022438323125243187,-0.008625194430351257,-0.08075372874736786,-0.06805671751499176
12,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+3,TCGA-OL-A6VO-DX1,1,1,cam28_1,cam56,0.11622856557369232,0.07591837644577026,0.1440628468990326,0.013429224491119385,0.008088547736406326,-0.09818422794342041,0.05163571238517761,0.007601797580718994
13,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+121,TCGA-GM-A2DF-DX1,3,-1,official_fusion,official_fusion,-0.03599633276462555,-0.0003985762596130371,-0.055963121354579926,0.0,-0.055659808218479156,-0.02032846212387085,-0.12657560408115387,-0.07581311464309692
14,TCGA-LL-A740-DX1_xmin39436_ymin24080_MPP-0.2500+55,TCGA-LL-A740-DX1,2,3,camdeep,official_fusion,-0.010674421675503254,-0.03332275152206421,-0.02136513590812683,-7.975101470947266e-05,-0.05448000878095627,-7.975101470947266e-05,0.007540565449744463,-0.004061639308929443
15,TCGA-OL-A97C-DX1_xmin68058_ymin32495_MPP-0.2500+130,TCGA-OL-A97C-DX1,3,0,cam56,cam28_2,0.0397118404507637,-3.987550735473633e-05,-0.019397800788283348,1.4543533325195312e-05,-0.011883413419127464,5.823373794555664e-05,-0.054582707583904266,1.4543533325195312e-05
16,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+140,TCGA-GM-A2DD-DX1,1,3,camdeep,cam56,-0.15073570609092712,0.2615857720375061,-0.005799923092126846,-0.0019179582595825195,0.0009996108710765839,-0.03299802541732788,0.0014966093003749847,0.0020053982734680176
17,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+23,TCGA-GM-A2DD-DX1,1,2,cam28_2,official_fusion,0.05558647960424423,-1.990795135498047e-05,0.045936375856399536,-7.969141006469727e-05,0.09381277859210968,-0.00031888484954833984,0.06984251737594604,-1.990795135498047e-05
18,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+12,TCGA-OL-A6VO-DX1,1,1,cam28_1,cam28_1,0.10420706868171692,-0.030524402856826782,0.14850956201553345,0.011632055044174194,0.0931585431098938,-0.019118934869766235,0.06689359247684479,-0.06148889660835266
19,TCGA-S3-AA15-DX1_xmin55486_ymin28926_MPP-0.2500+7,TCGA-S3-AA15-DX1,3,3,camdeep,cam28_2,0.04045002907514572,-0.28714919090270996,0.00792195089161396,-0.026905298233032227,0.06692294031381607,0.022082269191741943,0.09010212123394012,-0.0011758208274841309
20,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+218,TCGA-EW-A1PH-DX1,4,2,cam28_2,cam56,-0.1788507103919983,0.05558431148529053,-0.04177121818065643,0.002830028533935547,0.021317968145012856,-0.07481664419174194,-0.02697809971868992,-0.10554850101470947
21,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+88,TCGA-EW-A1PH-DX1,4,-1,official_fusion,cam28_1,-0.09848678112030029,-0.0717700719833374,-0.06976286321878433,0.012701243162155151,-0.04993439465761185,-0.0137920081615448,-0.005616473034024239,-0.057987213134765625
22,TCGA-S3-AA15-DX1_xmin55486_ymin28926_MPP-0.2500+33,TCGA-S3-AA15-DX1,3,3,camdeep,cam56,0.005806285887956619,0.023420125246047974,0.0023469608277082443,0.0032630562782287598,0.008218841627240181,-0.020743638277053833,0.03667420148849487,-0.019704163074493408
23,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+111,TCGA-EW-A1PH-DX1,4,1,cam28_1,cam28_1,-0.049249619245529175,-0.10406816005706787,0.06678977608680725,0.014482557773590088,0.04625244438648224,-0.09127366542816162,0.03701558709144592,-0.0601348876953125
24,TCGA-OL-A66I-DX1_xmin38433_ymin22957_MPP-0.2500+0,TCGA-OL-A66I-DX1,1,0,cam56,official_fusion,0.03350599482655525,-9.98377799987793e-06,-0.00967692956328392,-9.98377799987793e-06,-0.004637591540813446,-9.98377799987793e-06,-0.02029036357998848,-0.00765305757522583
25,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+436,TCGA-GM-A2DB-DX1,0,2,cam28_2,camdeep,-0.005037928000092506,-0.0039400458335876465,-0.01519043929874897,4.4226646423339844e-05,0.06109637767076492,0.00017684698104858398,-0.0032402072101831436,0.0005308985710144043
26,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+11,TCGA-EW-A1PB-DX1,2,3,camdeep,cam28_1,-0.025629594922065735,-0.03310728073120117,0.02756236493587494,0.001052260398864746,-0.05549423396587372,-0.005889713764190674,0.054246023297309875,-0.05103468894958496
27,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+223,TCGA-GM-A2DB-DX1,0,2,cam28_2,official_fusion,0.010019076988101006,0.0,0.02430492453277111,0.0,0.02885579876601696,0.0,-0.004836948588490486,0.0
28,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+55,TCGA-GM-A2DH-DX1,1,1,cam28_1,official_fusion,-0.015187766402959824,0.0,0.018351230770349503,0.0,-0.010658260434865952,0.0,0.0025535710155963898,0.0
29,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+43,TCGA-GM-A2DB-DX1,0,0,cam56,official_fusion,0.010038210079073906,0.0,0.00522853247821331,0.0,-0.0017161611467599869,0.0,0.0014489125460386276,0.0
30,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+57,TCGA-GM-A2DD-DX1,1,3,camdeep,official_fusion,0.0006112586706876755,-3.987550735473633e-05,-0.0427975170314312,-0.00031888484954833984,0.0031516961753368378,-1.990795135498047e-05,0.007608797401189804,-1.990795135498047e-05
31,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+88,TCGA-EW-A1PB-DX1,2,-1,official_fusion,cam28_1,-0.06551443785429001,0.02140510082244873,-0.0408058725297451,0.033348679542541504,-0.06111256033182144,-0.05465736985206604,-0.030157309025526047,-0.0325029194355011
32,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+99,TCGA-EW-A1PB-DX1,2,2,cam28_2,camdeep,0.00869408342987299,-0.15900585055351257,0.012368799187242985,-0.011229723691940308,0.03808388486504555,-0.048190921545028687,-0.0012342253467068076,0.02850806713104248
33,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+58,TCGA-EW-A1PB-DX1,2,-1,official_fusion,camdeep,-0.16184388101100922,-0.0729282796382904,-0.054153650999069214,-0.02734893560409546,-0.014732043258845806,0.01335155963897705,-0.003989900927990675,0.01619681715965271
34,TCGA-OL-A97C-DX1_xmin68058_ymin32495_MPP-0.2500+100,TCGA-OL-A97C-DX1,3,-1,official_fusion,official_fusion,-0.0207811389118433,-7.969141006469727e-05,-0.03082977421581745,-1.990795135498047e-05,-0.01854655332863331,-0.00031888484954833984,-0.0074946340173482895,-1.990795135498047e-05
35,TCGA-OL-A66I-DX1_xmin38433_ymin22957_MPP-0.2500+19,TCGA-OL-A66I-DX1,1,2,cam28_2,cam28_2,-0.07473169267177582,-0.23836195468902588,-0.0021950379014015198,-0.0051482319831848145,0.042239099740982056,0.004306703805923462,-0.01628216728568077,-0.030916035175323486
36,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+27,TCGA-S3-AA10-DX1,0,2,cam28_2,official_fusion,-0.0564052015542984,0.0,-0.014515737071633339,0.0,0.013029171153903008,0.0,-0.0051982346922159195,0.0
37,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+90,TCGA-OL-A5D7-DX1,2,2,cam28_2,official_fusion,-0.05295848101377487,-0.08514362573623657,-0.027324307709932327,-0.01051570475101471,0.009813486598432064,-0.0062400102615356445,-0.00785768497735262,-0.010133743286132812
38,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+44,TCGA-GM-A3XL-DX1,3,3,camdeep,official_fusion,0.004514778032898903,0.0,0.030033761635422707,0.0,0.04033245891332626,0.0,0.040862731635570526,0.0
39,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+64,TCGA-GM-A2DF-DX1,3,1,cam28_1,cam28_2,-0.027701692655682564,-0.00012826919555664062,0.025752944871783257,-0.011560559272766113,-0.0267274621874094,0.04425901174545288,-0.00658462755382061,-0.07869833707809448
40,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+111,TCGA-GM-A2DF-DX1,3,3,camdeep,cam28_1,0.029600152745842934,-0.04640674591064453,0.01402215100824833,0.008739769458770752,0.017394432798027992,-0.014716506004333496,0.0302035603672266,-0.04437252879142761
41,TCGA-OL-A66I-DX1_xmin38433_ymin22957_MPP-0.2500+30,TCGA-OL-A66I-DX1,1,1,cam28_1,cam28_1,-0.16204982995986938,-0.020759284496307373,0.002738736569881439,0.03585389256477356,-0.011423341929912567,-0.06895139813423157,-0.034594107419252396,-0.04969608783721924
42,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+68,TCGA-OL-A5D7-DX1,2,3,camdeep,cam56,-0.05943556874990463,0.013965461403131485,-0.007286879699677229,7.7858567237854e-07,-0.05304144322872162,1.2487173080444336e-05,0.01637088879942894,0.0014861151576042175
43,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+259,TCGA-GM-A2DD-DX1,1,-1,official_fusion,official_fusion,-0.03636575862765312,-3.987550735473633e-05,-0.04410002753138542,-7.969141006469727e-05,-0.045553434640169144,-7.969141006469727e-05,-0.017070699483156204,-1.990795135498047e-05
44,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+408,TCGA-GM-A2DD-DX1,1,2,cam28_2,cam28_1,-0.1828964352607727,-0.1202317476272583,-0.019961010664701462,0.017746418714523315,0.09419415891170502,-0.05761277675628662,0.031112108379602432,-0.14227527379989624
45,TCGA-OL-A97C-DX1_xmin68058_ymin32495_MPP-0.2500+31,TCGA-OL-A97C-DX1,3,2,cam28_2,official_fusion,-0.0006679538637399673,-3.987550735473633e-05,-0.012436585500836372,-0.0012755393981933594,0.033529020845890045,-0.028061211109161377,0.019224977120757103,-0.05994898080825806
46,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+38,TCGA-GM-A2DB-DX1,0,2,cam28_2,official_fusion,0.015122106298804283,0.0,0.019504962489008904,0.0,0.04421868175268173,0.0,0.006041066721081734,0.0
47,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+95,TCGA-EW-A1PB-DX1,2,0,cam56,official_fusion,0.01052767876535654,0.0,-0.020264126360416412,0.0,0.009860106743872166,0.0,-0.0026963199488818645,0.0
48,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+219,TCGA-GM-A3XL-DX1,3,-1,official_fusion,camdeep,-0.019266625866293907,-0.0060304999351501465,-0.00884249061346054,0.00025004148483276367,-0.0007525086402893066,0.00025004148483276367,-0.024199267849326134,0.009089797735214233
49,TCGA-OL-A5D6-DX1_xmin115108_ymin40554_MPP-0.2500+25,TCGA-OL-A5D6-DX1,4,-1,official_fusion,cam28_1,-0.0541602224111557,-0.024620473384857178,-0.054505713284015656,0.033255696296691895,-0.0493641197681427,-0.09523200988769531,-0.07151446491479874,-0.14224457740783691
50,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+45,TCGA-OL-A5D7-DX1,2,-1,official_fusion,cam56,-0.07659639418125153,0.020729899406433105,-0.048963624984025955,-0.004039108753204346,-0.06184135749936104,-0.01955781877040863,-0.036423876881599426,-0.08490070700645447
51,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+11,TCGA-LL-A441-DX1,2,3,camdeep,official_fusion,0.0647016242146492,0.0,0.06467465311288834,0.0,0.04082060605287552,0.0,0.078253835439682,0.0
52,TCGA-OL-A97C-DX1_xmin68058_ymin32495_MPP-0.2500+99,TCGA-OL-A97C-DX1,3,-1,official_fusion,camdeep,-0.013201849535107613,7.271766662597656e-06,-0.015033101662993431,3.635883331298828e-06,-0.06794392317533493,3.635883331298828e-06,-0.04648437350988388,0.0009352713823318481
53,TCGA-OL-A6VO-DX1_xmin88416_ymin188485_MPP-0.2500+23,TCGA-OL-A6VO-DX1,1,1,cam28_1,camdeep,0.07002761960029602,-0.038252055644989014,0.08132675290107727,-0.014280915260314941,0.013910859823226929,0.016855716705322266,-0.022373933345079422,0.01739475131034851
54,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+19,TCGA-EW-A1PB-DX1,2,3,camdeep,official_fusion,-0.0072216312400996685,0.0,-0.012957683764398098,0.0,-0.0005731800338253379,0.0,0.0022436012513935566,0.0
55,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+34,TCGA-EW-A1PH-DX1,4,-1,official_fusion,cam28_1,-0.07647183537483215,-0.1984342336654663,-0.06425163149833679,0.01415473222732544,-0.023369567468762398,-0.028460562229156494,-0.008499814197421074,-0.11141158640384674
56,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+233,TCGA-GM-A2DB-DX1,0,0,cam56,camdeep,0.1253628134727478,-0.21758624911308289,0.09537439793348312,-0.11860620975494385,0.06598725914955139,0.10997578501701355,0.005816696211695671,0.14173176884651184
57,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+44,TCGA-OL-A66P-DX1,4,0,cam56,official_fusion,0.013517839834094048,0.0,0.0012680869549512863,0.0,-0.007911475375294685,0.0,-0.010204615071415901,0.0
58,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+66,TCGA-EW-A1PB-DX1,2,1,cam28_1,official_fusion,0.03666864335536957,-0.20350778102874756,0.08496802300214767,-0.02353006601333618,0.01582217589020729,-0.02785015106201172,0.05715962499380112,-0.007591068744659424
59,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+97,TCGA-EW-A1PH-DX1,4,3,camdeep,cam28_1,-0.07975402474403381,-0.06113535165786743,-0.012815987691283226,0.005051463842391968,-0.05542519688606262,-0.02587386965751648,0.007494116201996803,-0.016106724739074707
60,TCGA-GM-A2DF-DX1_xmin50637_ymin43774_MPP-0.2500+187,TCGA-GM-A2DF-DX1,3,2,cam28_2,official_fusion,0.050904206931591034,-0.009183824062347412,0.037048742175102234,-3.984570503234863e-05,0.054044075310230255,-9.953975677490234e-06,-0.010277742519974709,-0.0354388952255249
61,TCGA-LL-A73Y-DX1_xmin68117_ymin49445_MPP-0.2500+12,TCGA-LL-A73Y-DX1,4,-1,official_fusion,official_fusion,-0.02042372338473797,0.0,-0.004255833104252815,0.0,-0.0028033945709466934,0.0,-0.012332553043961525,0.0
62,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+224,TCGA-GM-A2DD-DX1,1,2,cam28_2,cam28_2,0.03270650655031204,-0.006546527147293091,0.04861762747168541,-9.953975677490234e-06,0.052092548459768295,0.000557631254196167,0.0006729774177074432,-0.06008550524711609
63,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+218,TCGA-GM-A2DD-DX1,1,0,cam56,official_fusion,0.03440958261489868,-7.969141006469727e-05,0.004816312342882156,-1.990795135498047e-05,0.011956293135881424,-7.969141006469727e-05,0.011979889124631882,-1.990795135498047e-05
64,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+8,TCGA-GM-A2DH-DX1,1,3,camdeep,official_fusion,0.012696485966444016,0.0,0.003785509616136551,0.0,0.009865721687674522,0.0,0.030215613543987274,0.0
65,TCGA-GM-A2DI-DX1_xmin22802_ymin51060_MPP-0.2500+23,TCGA-GM-A2DI-DX1,2,1,cam28_1,camdeep,-0.19720061123371124,-0.011119186878204346,0.02170691266655922,0.027494758367538452,-0.028382737189531326,-0.015711933374404907,-0.03458579629659653,0.03589963912963867
66,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+163,TCGA-EW-A1PB-DX1,2,3,camdeep,cam28_1,-0.045693911612033844,-0.031739622354507446,-0.07853669673204422,0.004351675510406494,-0.0763288289308548,-0.004466652870178223,0.018028490245342255,-0.019484609365463257
67,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+142,TCGA-GM-A2DB-DX1,0,-1,official_fusion,official_fusion,-0.001009063795208931,0.0,-0.00470978207886219,0.0,-0.026842983439564705,0.0,-0.02665966935455799,0.0
68,TCGA-LL-A5YO-DX1_xmin36631_ymin44396_MPP-0.2500+24,TCGA-LL-A5YO-DX1,4,0,cam56,cam56,0.051490530371665955,0.1474090814590454,0.028022369369864464,0.018191039562225342,0.029469667002558708,0.014146924018859863,0.03695050626993179,0.031075865030288696
69,TCGA-GM-A2DI-DX1_xmin22802_ymin51060_MPP-0.2500+0,TCGA-GM-A2DI-DX1,2,-1,official_fusion,cam28_2,-0.24905185401439667,-0.27336448431015015,-0.04171514883637428,-0.06511050462722778,-0.07039710134267807,0.14573919773101807,-0.07529814541339874,0.10439938306808472
70,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+403,TCGA-GM-A2DD-DX1,1,2,cam28_2,cam56,-0.05018186196684837,0.12062501907348633,-0.0027107857167720795,0.0058751702308654785,0.08320479094982147,-0.04868125915527344,0.0383206345140934,-0.05846071243286133
71,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+190,TCGA-GM-A2DB-DX1,0,2,cam28_2,official_fusion,-0.00589175708591938,0.0,-0.00305168516933918,0.0,0.0040942709892988205,0.0,-0.02289099432528019,0.0
72,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+30,TCGA-GM-A2DB-DX1,0,0,cam56,official_fusion,0.06590886414051056,-0.09431159496307373,0.010064316913485527,-9.98377799987793e-06,0.02205454371869564,-0.04591837525367737,0.02834496460855007,-0.08131378889083862
73,TCGA-EW-A1PH-DX1_xmin3455_ymin52049_MPP-0.2500+146,TCGA-EW-A1PH-DX1,4,2,cam28_2,camdeep,-0.17713575065135956,-0.08512678742408752,0.026378272101283073,-0.011661112308502197,0.1197906956076622,0.01189267635345459,0.10053418576717377,0.036356449127197266
74,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+15,TCGA-GM-A2DD-DX1,1,-1,official_fusion,cam28_2,-0.09204450249671936,-0.2021791636943817,-0.018757261335849762,-0.0790635347366333,-0.02088071033358574,0.09108543395996094,-0.027199607342481613,-0.006817042827606201
75,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+34,TCGA-LL-A441-DX1,2,-1,official_fusion,cam28_1,-0.030233964323997498,-0.0370023250579834,-0.004421680700033903,0.034329622983932495,-0.12845619022846222,-0.09779614210128784,-0.05456312373280525,-0.133978933095932
76,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+55,TCGA-OL-A66P-DX1,4,0,cam56,cam56,0.09115756303071976,0.052777379751205444,0.02361610345542431,-0.003053724765777588,-0.010935323312878609,-0.04067549109458923,-0.08092842251062393,-0.08708730340003967
77,TCGA-OL-A97C-DX1_xmin68058_ymin32495_MPP-0.2500+158,TCGA-OL-A97C-DX1,3,0,cam56,cam56,0.0936916172504425,0.04044044017791748,0.05386464297771454,0.014637723565101624,-0.006670394912362099,-0.004612520337104797,-0.049687065184116364,-0.05342274159193039
78,TCGA-GM-A2DH-DX1_xmin50963_ymin56303_MPP-0.2500+90,TCGA-GM-A2DH-DX1,1,0,cam56,official_fusion,0.007495377212762833,0.0,-0.013688873499631882,0.0,-0.025038283318281174,0.0,-0.018725939095020294,0.0
79,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+96,TCGA-GM-A3XL-DX1,3,1,cam28_1,official_fusion,0.016550162807106972,0.0,0.032886914908885956,0.0,-0.002398734912276268,0.0,-0.00873582623898983,0.0
80,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+24,TCGA-EW-A1PB-DX1,2,3,camdeep,camdeep,0.10264759510755539,0.0029138177633285522,0.0870388001203537,2.8312206268310547e-06,0.06993455439805984,4.532933235168457e-05,0.13084734976291656,0.004343762993812561
81,TCGA-GM-A3XL-DX1_xmin29910_ymin15820_MPP-0.2500+147,TCGA-GM-A3XL-DX1,3,0,cam56,official_fusion,0.0806184634566307,0.0,0.07808227092027664,0.0,0.05936863273382187,0.0,0.05957504361867905,0.0
82,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+175,TCGA-EW-A1PB-DX1,2,0,cam56,camdeep,0.06037402153015137,0.1143113374710083,0.00697691785171628,-3.984570503234863e-05,-0.018154386430978775,0.058931827545166016,0.010793677531182766,0.13420745730400085
83,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+499,TCGA-GM-A2DB-DX1,0,3,camdeep,cam56,0.018195807933807373,0.006978869438171387,0.0133040901273489,6.407499313354492e-05,0.03522913157939911,-0.00765305757522583,0.04728645831346512,-0.08801019191741943
84,TCGA-S3-AA15-DX1_xmin55486_ymin28926_MPP-0.2500+53,TCGA-S3-AA15-DX1,3,0,cam56,cam28_2,0.028932997956871986,-0.05699515342712402,0.009282069280743599,-0.012730658054351807,0.023521238937973976,0.04638463258743286,0.012433798983693123,-0.02979147434234619
85,TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+43,TCGA-EW-A1PB-DX1,2,-1,official_fusion,camdeep,-0.1058063879609108,-0.003569193184375763,-0.03244372457265854,2.436339855194092e-06,-0.04588788002729416,9.745359420776367e-06,-0.0486396849155426,0.0033627450466156006
86,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+122,TCGA-GM-A2DD-DX1,1,2,cam28_2,official_fusion,-0.002373144030570984,-0.010921597480773926,0.01347273588180542,0.0,0.01382368803024292,-0.041055500507354736,0.0014531686902046204,-0.10291773080825806
87,TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+425,TCGA-GM-A2DD-DX1,1,1,cam28_1,official_fusion,0.020359862595796585,0.0,0.06279797852039337,0.0,0.009007859975099564,0.0,0.04424425587058067,0.0
88,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+127,TCGA-OL-A5D7-DX1,2,3,camdeep,official_fusion,0.03454212099313736,0.0,-0.002757690381258726,0.0,0.015261241234838963,0.0,0.058484651148319244,0.0
89,TCGA-LL-A441-DX1_xmin82006_ymin43121_MPP-0.2500+59,TCGA-LL-A441-DX1,2,0,cam56,cam56,0.048366911709308624,0.025683939456939697,0.02837560325860977,0.0003432631492614746,0.03441781550645828,0.0003432631492614746,0.044401057064533234,-0.0005314648151397705
90,TCGA-OL-A66P-DX1_xmin30143_ymin20310_MPP-0.2500+105,TCGA-OL-A66P-DX1,4,2,cam28_2,official_fusion,0.00016669370234012604,0.0,0.010353310033679008,0.0,0.028289152309298515,0.0,0.0066219959408044815,0.0
91,TCGA-S3-AA15-DX1_xmin55486_ymin28926_MPP-0.2500+57,TCGA-S3-AA15-DX1,3,2,cam28_2,official_fusion,0.035255275666713715,0.0,0.02159644104540348,0.0,0.0625755563378334,0.0,0.04819179326295853,0.0
92,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+155,TCGA-OL-A5D7-DX1,2,0,cam56,official_fusion,0.03439628332853317,0.0,0.01461819652467966,0.0,0.0058883060701191425,0.0,0.03271288424730301,0.0
93,TCGA-OL-A5D7-DX1_xmin114443_ymin22490_MPP-0.2500+252,TCGA-OL-A5D7-DX1,2,3,camdeep,camdeep,-0.02873004972934723,-0.06759840250015259,-0.00503797410055995,-0.02877897024154663,-0.03508802503347397,0.011545896530151367,0.025713004171848297,0.03485018014907837
