index,choice_index,choice,official_q,selected_q,local_gain
86,0,official_fusion,0.9999203085899353,0.9999203085899353,0.0
87,0,official_fusion,1.0,1.0,0.0
88,0,official_fusion,1.0,1.0,0.0
89,1,cam56,0.3053385317325592,0.3310224711894989,0.025683939456939697
90,0,official_fusion,1.0,1.0,0.0
91,0,official_fusion,0.4154376685619354,0.4154376685619354,0.0
92,0,official_fusion,0.0,0.0,0.0
93,4,camdeep,0.6572490930557251,0.6920992732048035,0.03485018014907837
94,2,cam28_1,0.13735650479793549,0.1379404366016388,0.0005839318037033081
95,3,cam28_2,0.34507429599761963,0.35996294021606445,0.014888644218444824
96,1,cam56,0.39640676975250244,0.4331294000148773,0.03672263026237488
97,0,official_fusion,0.0,0.0,0.0
98,0,official_fusion,0.37564772367477417,0.37564772367477417,0.0
99,0,official_fusion,0.7646611928939819,0.7646611928939819,0.0
100,0,official_fusion,1.0,1.0,0.0
101,3,cam28_2,0.379021555185318,0.4828035831451416,0.10378202795982361
102,0,official_fusion,1.0,1.0,0.0
103,0,official_fusion,1.0,1.0,0.0
104,0,official_fusion,1.0,1.0,0.0
105,0,official_fusion,0.9856505393981934,0.9856505393981934,0.0
106,0,official_fusion,0.9840959906578064,0.9840959906578064,0.0
107,0,official_fusion,0.999980092048645,0.999980092048645,0.0
108,2,cam28_1,0.6216144561767578,0.662085235118866,0.040470778942108154
109,3,cam28_2,0.6145864725112915,0.6243370175361633,0.009750545024871826
110,1,cam56,0.26166436076164246,0.3432232737541199,0.08155891299247742
111,0,official_fusion,0.49757853150367737,0.49757853150367737,0.0
112,0,official_fusion,0.49963128566741943,0.49963128566741943,0.0
113,1,cam56,0.2932477593421936,0.29545819759368896,0.0022104382514953613
114,2,cam28_1,0.0063844420947134495,0.009430511854588985,0.003046069759875536
115,0,official_fusion,1.0,1.0,0.0
116,0,official_fusion,1.0,1.0,0.0
117,1,cam56,0.4057019352912903,0.4197491407394409,0.014047205448150635
118,0,official_fusion,1.0,1.0,0.0
119,0,official_fusion,0.48547112941741943,0.48547112941741943,0.0
120,0,official_fusion,0.2273862659931183,0.2273862659931183,0.0
121,1,cam56,0.21199916303157806,0.2685365676879883,0.05653740465641022
122,0,official_fusion,0.32124921679496765,0.32124921679496765,0.0
123,4,camdeep,0.354600191116333,0.43828821182250977,0.08368802070617676
124,0,official_fusion,1.0,1.0,0.0
125,1,cam56,0.36938828229904175,0.4224940240383148,0.05310574173927307
126,0,official_fusion,1.0,1.0,0.0
127,2,cam28_1,0.24139763414859772,0.24698807299137115,0.0055904388427734375
128,4,camdeep,0.11510483175516129,0.13969378173351288,0.024588949978351593
129,2,cam28_1,0.26300230622291565,0.27151426672935486,0.008511960506439209
130,4,camdeep,0.25981876254081726,0.36654767394065857,0.10672891139984131
131,1,cam56,0.561704695224762,0.5747523903846741,0.01304769515991211
132,0,official_fusion,1.0,1.0,0.0
133,0,official_fusion,1.0,1.0,0.0
134,0,official_fusion,0.3073880076408386,0.3073880076408386,0.0
135,1,cam56,0.553675651550293,0.6721373796463013,0.1184617280960083
136,0,official_fusion,1.0,1.0,0.0
137,0,official_fusion,1.0,1.0,0.0
138,0,official_fusion,0.4905831515789032,0.4905831515789032,0.0
139,0,official_fusion,0.239164799451828,0.239164799451828,0.0
140,0,official_fusion,0.2531489133834839,0.2531489133834839,0.0
141,3,cam28_2,0.29829588532447815,0.31986817717552185,0.0215722918510437
142,1,cam56,0.10819132626056671,0.1199968010187149,0.011805474758148193
143,0,official_fusion,0.4744698703289032,0.4744698703289032,0.0
144,2,cam28_1,0.11307746917009354,0.11449610441923141,0.0014186352491378784
145,1,cam56,0.3120124042034149,0.374164879322052,0.062152475118637085
146,1,cam56,0.7795040607452393,0.8568583726882935,0.0773543119430542
147,1,cam56,0.4635917842388153,0.49415087699890137,0.03055909276008606
148,3,cam28_2,0.278431236743927,0.2903829514980316,0.011951714754104614
149,0,official_fusion,0.4715501368045807,0.4715501368045807,0.0
150,3,cam28_2,0.31134453415870667,0.3515692353248596,0.040224701166152954
151,0,official_fusion,1.0,1.0,0.0
152,0,official_fusion,0.4699457883834839,0.4699457883834839,0.0
153,1,cam56,0.4089803993701935,0.40993601083755493,0.0009556114673614502
154,0,official_fusion,1.0,1.0,0.0
155,0,official_fusion,0.4724370241165161,0.4724370241165161,0.0
156,3,cam28_2,0.7341643571853638,0.7603037357330322,0.026139378547668457
157,0,official_fusion,1.0,1.0,0.0
158,2,cam28_1,0.36902105808258057,0.3690504729747772,2.9414892196655273e-05
159,0,official_fusion,1.0,1.0,0.0
160,4,camdeep,0.39289847016334534,0.40946075320243835,0.016562283039093018
161,0,official_fusion,0.4325673580169678,0.4325673580169678,0.0
162,1,cam56,0.17785219848155975,0.21986110508441925,0.0420089066028595
163,2,cam28_1,0.5935646891593933,0.6204615235328674,0.02689683437347412
164,0,official_fusion,0.35451212525367737,0.35451212525367737,0.0
165,0,official_fusion,1.0,1.0,0.0
166,0,official_fusion,0.42302095890045166,0.42302095890045166,0.0
167,0,official_fusion,0.92513108253479,0.92513108253479,0.0
168,1,cam56,0.42932313680648804,0.4305822253227234,0.0012590885162353516
169,1,cam56,0.3530971109867096,0.6081482172012329,0.2550511062145233
170,0,official_fusion,1.0,1.0,0.0
171,1,cam56,0.01896013133227825,0.021733662113547325,0.0027735307812690735
172,0,official_fusion,0.3780094087123871,0.3780094087123871,0.0
173,3,cam28_2,0.8271191120147705,0.8566095232963562,0.029490411281585693
174,4,camdeep,0.15570153295993805,0.16443027555942535,0.008728742599487305
175,2,cam28_1,0.9045573472976685,0.9197976589202881,0.015240311622619629
176,0,official_fusion,1.0,1.0,0.0
177,0,official_fusion,0.22247688472270966,0.22247688472270966,0.0
178,0,official_fusion,0.9936224222183228,0.9936224222183228,0.0
179,0,official_fusion,1.0,1.0,0.0
180,2,cam28_1,0.23301976919174194,0.23302441835403442,4.649162292480469e-06
181,2,cam28_1,0.42105913162231445,0.4552714228630066,0.03421229124069214
182,3,cam28_2,0.3540332019329071,0.3892592191696167,0.035226017236709595
183,1,cam56,0.6543914079666138,0.8092289566993713,0.15483754873275757
184,1,cam56,0.4363042116165161,0.46163249015808105,0.02532827854156494
185,0,official_fusion,1.0,1.0,0.0
186,0,official_fusion,1.0,1.0,0.0
187,3,cam28_2,0.8930603265762329,0.9095759987831116,0.016515672206878662
188,4,camdeep,0.03120017610490322,0.06418228894472122,0.03298211097717285
189,0,official_fusion,1.0,1.0,0.0
190,3,cam28_2,0.43372148275375366,0.4816446006298065,0.047923117876052856
191,0,official_fusion,0.44346898794174194,0.44346898794174194,0.0
192,1,cam56,0.044370539486408234,0.05118792504072189,0.00681738555431366
193,0,official_fusion,1.0,1.0,0.0
194,1,cam56,0.33442994952201843,0.4138975739479065,0.07946762442588806
195,4,camdeep,0.28912779688835144,0.33449381589889526,0.04536601901054382
196,0,official_fusion,1.0,1.0,0.0
197,0,official_fusion,0.4423728585243225,0.4423728585243225,0.0
198,0,official_fusion,0.9850725531578064,0.9850725531578064,0.0
199,0,official_fusion,0.4667071998119354,0.4667071998119354,0.0
200,0,official_fusion,0.5639770030975342,0.5639770030975342,0.0
201,0,official_fusion,1.0,1.0,0.0
202,0,official_fusion,0.9233298897743225,0.9233298897743225,0.0
203,2,cam28_1,0.6430445313453674,0.670866072177887,0.02782154083251953
204,0,official_fusion,0.9993622303009033,0.9993622303009033,0.0
205,0,official_fusion,0.4999900460243225,0.4999900460243225,0.0
206,0,official_fusion,1.0,1.0,0.0
207,0,official_fusion,0.4319242537021637,0.4319242537021637,0.0
208,2,cam28_1,0.3450779616832733,0.37888649106025696,0.03380852937698364
209,0,official_fusion,1.0,1.0,0.0
210,1,cam56,0.428072988986969,0.48715293407440186,0.05907994508743286
211,0,official_fusion,0.6613719463348389,0.6613719463348389,0.0
212,3,cam28_2,0.4621826410293579,0.4761926531791687,0.014010012149810791
213,0,official_fusion,1.0,1.0,0.0
214,2,cam28_1,0.7058992385864258,0.720255434513092,0.01435619592666626
215,1,cam56,0.9901148080825806,0.999980092048645,0.009865283966064453
216,0,official_fusion,0.19131988286972046,0.19131988286972046,0.0
217,2,cam28_1,0.3419264256954193,0.34195366501808167,2.7239322662353516e-05
218,4,camdeep,0.4782366156578064,0.4801443815231323,0.0019077658653259277
219,2,cam28_1,0.6608160734176636,0.6831129789352417,0.022296905517578125
220,3,cam28_2,0.44982659816741943,0.4499700963497162,0.00014349818229675293
221,1,cam56,0.40405187010765076,0.4875839650630951,0.08353209495544434
222,3,cam28_2,0.44686752557754517,0.49197566509246826,0.045108139514923096
223,3,cam28_2,0.5314552783966064,0.5576788187026978,0.02622354030609131
224,0,official_fusion,1.0,1.0,0.0
225,0,official_fusion,0.0,0.0,0.0
226,1,cam56,0.24978426098823547,0.28573158383369446,0.035947322845458984
227,0,official_fusion,0.0,0.0,0.0
228,1,cam56,0.4111173152923584,0.6494637131690979,0.2383463978767395
229,0,official_fusion,0.49755859375,0.49755859375,0.0
230,2,cam28_1,0.5356467366218567,0.5703726410865784,0.03472590446472168
231,3,cam28_2,0.5029791593551636,0.5139743089675903,0.010995149612426758
232,3,cam28_2,0.3881116509437561,0.4020037055015564,0.013892054557800293
233,0,official_fusion,0.1870681792497635,0.1870681792497635,0.0
234,0,official_fusion,0.31618234515190125,0.31618234515190125,0.0
235,0,official_fusion,0.4349988102912903,0.4349988102912903,0.0
236,0,official_fusion,1.0,1.0,0.0
237,1,cam56,0.46587929129600525,0.5318812131881714,0.06600192189216614
238,3,cam28_2,0.6406148672103882,0.6656299233436584,0.025015056133270264
239,0,official_fusion,0.8973812460899353,0.8973812460899353,0.0
240,3,cam28_2,0.395866334438324,0.4496983587741852,0.053832024335861206
241,1,cam56,0.30200162529945374,0.33724501729011536,0.03524339199066162
242,0,official_fusion,0.4018455147743225,0.4018455147743225,0.0
243,2,cam28_1,0.741468071937561,0.7624733448028564,0.02100527286529541
244,0,official_fusion,1.0,1.0,0.0
245,0,official_fusion,0.0,0.0,0.0
246,0,official_fusion,1.0,1.0,0.0
247,3,cam28_2,0.49763473868370056,0.5191068649291992,0.021472126245498657
248,2,cam28_1,0.48880937695503235,0.48884835839271545,3.898143768310547e-05
249,1,cam56,0.4346216917037964,0.4587218463420868,0.024100154638290405
250,3,cam28_2,0.6424881815910339,0.6786326169967651,0.0361444354057312
251,0,official_fusion,1.0,1.0,0.0
252,3,cam28_2,0.006379251834005117,0.008903743699193,0.0025244918651878834
253,2,cam28_1,0.4925960600376129,0.5293055176734924,0.03670945763587952
254,0,official_fusion,0.3481968343257904,0.3481968343257904,0.0
255,2,cam28_1,0.6024494171142578,0.623824417591095,0.021375000476837158
256,0,official_fusion,1.0,1.0,0.0
257,0,official_fusion,1.0,1.0,0.0
258,4,camdeep,0.4370286464691162,0.5230830311775208,0.08605438470840454
259,0,official_fusion,1.0,1.0,0.0
260,4,camdeep,0.25538238883018494,0.314491868019104,0.05910947918891907
261,0,official_fusion,1.0,1.0,0.0
262,0,official_fusion,0.0,0.0,0.0
263,1,cam56,0.43604129552841187,0.4750976860523224,0.03905639052391052
264,2,cam28_1,0.599339485168457,0.6035814881324768,0.004242002964019775
265,0,official_fusion,1.0,1.0,0.0
266,0,official_fusion,0.2533681392669678,0.2533681392669678,0.0
267,0,official_fusion,1.0,1.0,0.0
268,3,cam28_2,0.4806397259235382,0.5204440355300903,0.039804309606552124
269,0,official_fusion,0.4868861734867096,0.4868861734867096,0.0
270,0,official_fusion,1.0,1.0,0.0
271,1,cam56,0.43328484892845154,0.43340441584587097,0.0001195669174194336
272,0,official_fusion,0.4439273774623871,0.4439273774623871,0.0
273,0,official_fusion,0.4990234375,0.4990234375,0.0
274,2,cam28_1,0.4029231071472168,0.4037831723690033,0.000860065221786499
275,0,official_fusion,1.0,1.0,0.0
276,0,official_fusion,1.0,1.0,0.0
277,0,official_fusion,0.021514270454645157,0.021514270454645157,0.0
278,3,cam28_2,0.6248871088027954,0.7502800226211548,0.12539291381835938
279,0,official_fusion,0.4951869547367096,0.4951869547367096,0.0
280,1,cam56,0.29199883341789246,0.3057408630847931,0.013742029666900635
281,0,official_fusion,0.0,0.0,0.0
282,4,camdeep,0.6201386451721191,0.7216646671295166,0.10152602195739746
283,4,camdeep,0.4101767838001251,0.4163459539413452,0.006169170141220093
284,0,official_fusion,1.0,1.0,0.0
285,2,cam28_1,0.3514900207519531,0.3585372567176819,0.00704723596572876
286,0,official_fusion,0.28329500555992126,0.28329500555992126,0.0
287,4,camdeep,0.3853435814380646,0.44116413593292236,0.05582055449485779
288,2,cam28_1,0.37322261929512024,0.3805282413959503,0.007305622100830078
289,2,cam28_1,0.5042903423309326,0.5341448187828064,0.02985447645187378
290,0,official_fusion,1.0,1.0,0.0
291,4,camdeep,0.33483749628067017,0.42629364132881165,0.09145614504814148
292,4,camdeep,0.46588945388793945,0.4883579611778259,0.022468507289886475
293,2,cam28_1,0.7599376440048218,0.766833484172821,0.006895840167999268
294,0,official_fusion,1.0,1.0,0.0
295,3,cam28_2,0.5294381976127625,0.5322663187980652,0.0028281211853027344
296,1,cam56,0.3461405634880066,0.41253983974456787,0.06639927625656128
297,2,cam28_1,0.9114716053009033,0.9115442633628845,7.265806198120117e-05
298,0,official_fusion,0.47820672392845154,0.47820672392845154,0.0
299,0,official_fusion,1.0,1.0,0.0
300,2,cam28_1,0.8105687499046326,0.8366096615791321,0.02604091167449951
301,4,camdeep,0.11675485223531723,0.2481914460659027,0.13143658638000488
302,0,official_fusion,0.4960837960243225,0.4960837960243225,0.0
303,1,cam56,0.7310590147972107,0.7887822389602661,0.05772322416305542
304,3,cam28_2,0.4426581859588623,0.45008134841918945,0.0074231624603271484
305,4,camdeep,0.661152720451355,0.6856398582458496,0.02448713779449463
306,2,cam28_1,0.49199506640434265,0.5290759205818176,0.037080854177474976
307,0,official_fusion,0.03559470549225807,0.03559470549225807,0.0
308,3,cam28_2,0.35057342052459717,0.35606709122657776,0.005493670701980591
309,3,cam28_2,0.276192307472229,0.2826796770095825,0.006487369537353516
310,4,camdeep,0.7864826321601868,0.8008334040641785,0.0143507719039917
311,2,cam28_1,0.46438536047935486,0.4645334780216217,0.0001481175422668457
312,4,camdeep,0.07606226205825806,0.08591166138648987,0.009849399328231812
313,4,camdeep,0.26050302386283875,0.29648637771606445,0.03598335385322571
314,1,cam56,0.22969675064086914,0.33377453684806824,0.1040777862071991
315,0,official_fusion,1.0,1.0,0.0
316,4,camdeep,0.40164023637771606,0.6067585349082947,0.2051182985305786
317,0,official_fusion,0.4859096109867096,0.4859096109867096,0.0
318,0,official_fusion,1.0,1.0,0.0
319,0,official_fusion,1.0,1.0,0.0
320,0,official_fusion,0.3020468056201935,0.3020468056201935,0.0
321,2,cam28_1,0.48331353068351746,0.5025829076766968,0.01926937699317932
322,0,official_fusion,1.0,1.0,0.0
323,0,official_fusion,1.0,1.0,0.0
324,0,official_fusion,1.0,1.0,0.0
325,0,official_fusion,1.0,1.0,0.0
326,0,official_fusion,1.0,1.0,0.0
327,2,cam28_1,0.2772640287876129,0.2772861421108246,2.2113323211669922e-05
328,1,cam56,0.38794443011283875,0.40278056263923645,0.014836132526397705
329,0,official_fusion,1.0,1.0,0.0
330,0,official_fusion,1.0,1.0,0.0
331,0,official_fusion,0.46734946966171265,0.46734946966171265,0.0
332,2,cam28_1,0.3407774865627289,0.35061487555503845,0.00983738899230957
333,0,official_fusion,1.0,1.0,0.0
334,0,official_fusion,1.0,1.0,0.0
335,1,cam56,0.4259905219078064,0.4430502653121948,0.017059743404388428
336,4,camdeep,0.3678347170352936,0.4338015913963318,0.06596687436103821
337,0,official_fusion,1.0,1.0,0.0
338,0,official_fusion,1.0,1.0,0.0
339,4,camdeep,0.40581849217414856,0.4110439419746399,0.005225449800491333
340,2,cam28_1,0.7382502555847168,0.760236382484436,0.02198612689971924
341,2,cam28_1,0.45914381742477417,0.4591529667377472,9.149312973022461e-06
342,0,official_fusion,1.0,1.0,0.0
343,4,camdeep,0.3461793065071106,0.3518633544445038,0.0056840479373931885
344,1,cam56,0.4479531943798065,0.5905219316482544,0.14256873726844788
345,2,cam28_1,0.6746452450752258,0.6746990084648132,5.3763389587402344e-05
346,0,official_fusion,0.3893783390522003,0.3893783390522003,0.0
347,1,cam56,0.26378148794174194,0.26430824398994446,0.0005267560482025146
348,4,camdeep,0.35045474767684937,0.36651530861854553,0.016060560941696167
349,0,official_fusion,1.0,1.0,0.0
350,0,official_fusion,1.0,1.0,0.0
351,3,cam28_2,0.6360325813293457,0.6794840693473816,0.04345148801803589
352,4,camdeep,0.3369937837123871,0.34410008788108826,0.007106304168701172
353,1,cam56,0.47113022208213806,0.4863542318344116,0.01522400975227356
354,0,official_fusion,0.5152381062507629,0.5152381062507629,0.0
355,1,cam56,0.40001195669174194,0.45701026916503906,0.05699831247329712
356,3,cam28_2,0.6290455460548401,0.6871655583381653,0.058120012283325195
357,0,official_fusion,1.0,1.0,0.0
358,0,official_fusion,0.41863641142845154,0.41863641142845154,0.0
359,1,cam56,0.44632890820503235,0.5408885478973389,0.09455963969230652
360,0,official_fusion,0.7916423678398132,0.7916423678398132,0.0
361,0,official_fusion,0.40671178698539734,0.40671178698539734,0.0
362,0,official_fusion,1.0,1.0,0.0
363,1,cam56,0.5680205821990967,0.6462850570678711,0.07826447486877441
364,1,cam56,0.7119937539100647,0.9173309803009033,0.20533722639083862
365,0,official_fusion,1.0,1.0,0.0
366,2,cam28_1,0.4853692352771759,0.5110535621643066,0.025684326887130737
367,0,official_fusion,0.0003188775444868952,0.0003188775444868952,0.0
368,4,camdeep,0.4187453091144562,0.5093125700950623,0.09056726098060608
369,1,cam56,0.41962292790412903,0.4196898341178894,6.690621376037598e-05
370,4,camdeep,0.6748375296592712,0.7178418040275574,0.04300427436828613
371,0,official_fusion,0.40962812304496765,0.40962812304496765,0.0
372,1,cam56,0.38299429416656494,0.44935235381126404,0.0663580596446991
373,2,cam28_1,0.42753374576568604,0.46602150797843933,0.038487762212753296
374,0,official_fusion,0.8804874420166016,0.8804874420166016,0.0
375,0,official_fusion,0.9985849857330322,0.9985849857330322,0.0
376,2,cam28_1,0.3085439205169678,0.3098282814025879,0.0012843608856201172
377,4,camdeep,0.2970065772533417,0.3443542420864105,0.04734766483306885
378,3,cam28_2,0.5649869441986084,0.5860090255737305,0.02102208137512207
379,3,cam28_2,0.48315927386283875,0.48804712295532227,0.0048878490924835205
380,0,official_fusion,1.0,1.0,0.0
381,4,camdeep,0.14577212929725647,0.1585913449525833,0.012819215655326843
382,0,official_fusion,0.9974489808082581,0.9974489808082581,0.0
383,2,cam28_1,0.5650636553764343,0.5676046013832092,0.0025409460067749023
384,0,official_fusion,0.40573182702064514,0.40573182702064514,0.0
385,0,official_fusion,0.8943718075752258,0.8943718075752258,0.0
386,0,official_fusion,0.0,0.0,0.0
387,1,cam56,0.4726462960243225,0.608713686466217,0.13606739044189453
388,1,cam56,0.28600841760635376,0.40489667654037476,0.118888258934021
389,0,official_fusion,1.0,1.0,0.0
390,3,cam28_2,0.46425822377204895,0.46878111362457275,0.004522889852523804
391,0,official_fusion,0.13051392138004303,0.13051392138004303,0.0
392,0,official_fusion,0.43760961294174194,0.43760961294174194,0.0
393,2,cam28_1,0.4995814859867096,0.5681600570678711,0.0685785710811615
394,0,official_fusion,1.0,1.0,0.0
395,0,official_fusion,1.0,1.0,0.0
396,3,cam28_2,0.370127409696579,0.37316229939460754,0.0030348896980285645
397,0,official_fusion,1.0,1.0,0.0
398,0,official_fusion,1.0,1.0,0.0
399,1,cam56,0.29618221521377563,0.3007875680923462,0.004605352878570557
400,0,official_fusion,1.0,1.0,0.0
401,1,cam56,0.7253667116165161,0.7254245281219482,5.7816505432128906e-05
402,3,cam28_2,0.895527720451355,0.9043566584587097,0.008828938007354736
403,0,official_fusion,0.36944952607154846,0.36944952607154846,0.0
404,2,cam28_1,0.7813608050346375,0.8422830700874329,0.06092226505279541
405,3,cam28_2,0.7432971596717834,0.8117292523384094,0.06843209266662598
406,0,official_fusion,1.0,1.0,0.0
407,0,official_fusion,0.8723559975624084,0.8723559975624084,0.0
408,0,official_fusion,0.9914102554321289,0.9914102554321289,0.0
409,1,cam56,0.21314390003681183,0.302154541015625,0.08901064097881317
410,0,official_fusion,1.0,1.0,0.0
411,0,official_fusion,0.18419164419174194,0.18419164419174194,0.0
412,1,cam56,0.5004763007164001,0.6123580932617188,0.1118817925453186
413,3,cam28_2,0.667012095451355,0.6672248840332031,0.00021278858184814453
414,0,official_fusion,0.4416753053665161,0.4416753053665161,0.0
415,0,official_fusion,0.0,0.0,0.0
416,0,official_fusion,1.0,1.0,0.0
417,0,official_fusion,0.48356783390045166,0.48356783390045166,0.0
418,0,official_fusion,0.39029616117477417,0.39029616117477417,0.0
419,3,cam28_2,0.4116709232330322,0.4160471260547638,0.004376202821731567
420,2,cam28_1,0.5764099359512329,0.5789507627487183,0.0025408267974853516
421,0,official_fusion,1.0,1.0,0.0
422,1,cam56,0.38756006956100464,0.44451868534088135,0.05695861577987671
423,2,cam28_1,0.7616254091262817,0.7727418541908264,0.011116445064544678
424,0,official_fusion,0.3255407512187958,0.3255407512187958,0.0
425,2,cam28_1,0.1964108645915985,0.22113536298274994,0.024724498391151428
426,0,official_fusion,1.0,1.0,0.0
427,0,official_fusion,0.251860111951828,0.251860111951828,0.0
428,0,official_fusion,0.9022144079208374,0.9022144079208374,0.0
429,0,official_fusion,1.0,1.0,0.0
430,2,cam28_1,0.3208904564380646,0.3209160566329956,2.5600194931030273e-05
431,0,official_fusion,0.6638716459274292,0.6638716459274292,0.0
432,4,camdeep,0.4189693033695221,0.42797937989234924,0.009010076522827148
433,3,cam28_2,0.15880072116851807,0.16377632319927216,0.004975602030754089
434,0,official_fusion,0.47693121433258057,0.47693121433258057,0.0
435,0,official_fusion,1.0,1.0,0.0
436,0,official_fusion,0.48593950271606445,0.48593950271606445,0.0
437,1,cam56,0.42208099365234375,0.47409260272979736,0.05201160907745361
438,0,official_fusion,0.9957349896430969,0.9957349896430969,0.0
