index,image_name,source_group,fold
702,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+85,TCGA-S3-AA10-DX1,0
712,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+419,TCGA-GM-A2DB-DX1,0
714,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+256,TCGA-GM-A2DB-DX1,0
718,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+13,TCGA-HN-A2NL-DX1,0
722,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+86,TCGA-S3-AA10-DX1,0
734,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+211,TCGA-GM-A2DB-DX1,0
745,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+228,TCGA-GM-A2DB-DX1,0
756,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+395,TCGA-GM-A2DB-DX1,0
758,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+192,TCGA-GM-A2DB-DX1,0
763,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+216,TCGA-GM-A2DB-DX1,0
776,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+37,TCGA-GM-A2DB-DX1,0
780,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+23,TCGA-HN-A2NL-DX1,0
792,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+75,TCGA-GM-A2DB-DX1,0
796,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+75,TCGA-S3-AA10-DX1,0
812,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+156,TCGA-GM-A2DB-DX1,0
813,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+502,TCGA-GM-A2DB-DX1,0
819,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+24,TCGA-HN-A2NL-DX1,0
826,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+438,TCGA-GM-A2DB-DX1,0
827,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+45,TCGA-HN-A2NL-DX1,0
829,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+36,TCGA-GM-A2DB-DX1,0
830,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+348,TCGA-GM-A2DB-DX1,0
835,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+309,TCGA-GM-A2DB-DX1,0
840,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+465,TCGA-GM-A2DB-DX1,0
843,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+4,TCGA-GM-A2DB-DX1,0
854,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+303,TCGA-GM-A2DB-DX1,0
855,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+65,TCGA-S3-AA10-DX1,0
866,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+377,TCGA-GM-A2DB-DX1,0
867,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+509,TCGA-GM-A2DB-DX1,0
868,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+73,TCGA-S3-AA10-DX1,0
876,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+94,TCGA-GM-A2DB-DX1,0
881,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+374,TCGA-GM-A2DB-DX1,0
882,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+511,TCGA-GM-A2DB-DX1,0
886,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+482,TCGA-GM-A2DB-DX1,0
907,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+224,TCGA-GM-A2DB-DX1,0
908,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+100,TCGA-GM-A2DB-DX1,0
916,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+320,TCGA-GM-A2DB-DX1,0
918,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+479,TCGA-GM-A2DB-DX1,0
922,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+17,TCGA-S3-AA10-DX1,0
937,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+526,TCGA-GM-A2DB-DX1,0
942,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+166,TCGA-GM-A2DB-DX1,0
946,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+329,TCGA-GM-A2DB-DX1,0
948,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+333,TCGA-GM-A2DB-DX1,0
949,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+144,TCGA-GM-A2DB-DX1,0
954,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+315,TCGA-GM-A2DB-DX1,0
957,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+112,TCGA-GM-A2DB-DX1,0
988,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+56,TCGA-GM-A2DB-DX1,0
991,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+90,TCGA-GM-A2DB-DX1,0
998,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+537,TCGA-GM-A2DB-DX1,0
1000,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+470,TCGA-GM-A2DB-DX1,0
1002,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+69,TCGA-S3-AA10-DX1,0
1010,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+2,TCGA-S3-AA10-DX1,0
1013,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+328,TCGA-GM-A2DB-DX1,0
1014,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+545,TCGA-GM-A2DB-DX1,0
1017,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+323,TCGA-GM-A2DB-DX1,0
1023,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+11,TCGA-S3-AA10-DX1,0
1031,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+116,TCGA-GM-A2DB-DX1,0
1033,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+24,TCGA-S3-AA10-DX1,0
1040,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+18,TCGA-HN-A2NL-DX1,0
1047,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+346,TCGA-GM-A2DB-DX1,0
1048,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+437,TCGA-GM-A2DB-DX1,0
1053,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+285,TCGA-GM-A2DB-DX1,0
1056,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+262,TCGA-GM-A2DB-DX1,0
1059,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+432,TCGA-GM-A2DB-DX1,0
1060,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+2,TCGA-GM-A2DB-DX1,0
1062,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+425,TCGA-GM-A2DB-DX1,0
1063,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+17,TCGA-GM-A2DB-DX1,0
1065,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+126,TCGA-GM-A2DB-DX1,0
1074,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+34,TCGA-S3-AA10-DX1,0
1079,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+385,TCGA-GM-A2DB-DX1,0
1080,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+284,TCGA-GM-A2DB-DX1,0
1084,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+40,TCGA-GM-A2DB-DX1,0
1090,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+60,TCGA-S3-AA10-DX1,0
1091,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+46,TCGA-S3-AA10-DX1,0
1098,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+294,TCGA-GM-A2DB-DX1,0
1099,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+129,TCGA-GM-A2DB-DX1,0
1108,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+204,TCGA-GM-A2DB-DX1,0
1110,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+261,TCGA-GM-A2DB-DX1,0
1112,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+28,TCGA-S3-AA10-DX1,0
1123,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+41,TCGA-GM-A2DB-DX1,0
1125,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+521,TCGA-GM-A2DB-DX1,0
1127,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+200,TCGA-GM-A2DB-DX1,0
1131,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+337,TCGA-GM-A2DB-DX1,0
1135,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+4,TCGA-S3-AA10-DX1,0
1140,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+498,TCGA-GM-A2DB-DX1,0
1145,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+277,TCGA-GM-A2DB-DX1,0
1153,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+33,TCGA-GM-A2DB-DX1,0
1158,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+196,TCGA-GM-A2DB-DX1,0
1159,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+10,TCGA-HN-A2NL-DX1,0
1161,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+513,TCGA-GM-A2DB-DX1,0
1163,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+31,TCGA-S3-AA10-DX1,0
1167,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+290,TCGA-GM-A2DB-DX1,0
1171,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+519,TCGA-GM-A2DB-DX1,0
1193,TCGA-HN-A2NL-DX1_xmin11931_ymin5764_MPP-0.2500+30,TCGA-HN-A2NL-DX1,0
1199,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+267,TCGA-GM-A2DB-DX1,0
1204,TCGA-S3-AA10-DX1_xmin43039_ymin23986_MPP-0.2500+84,TCGA-S3-AA10-DX1,0
1205,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+327,TCGA-GM-A2DB-DX1,0
1206,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+281,TCGA-GM-A2DB-DX1,0
1211,TCGA-GM-A2DB-DX1_xmin50586_ymin43110_MPP-0.2500+282,TCGA-GM-A2DB-DX1,0
