position,dataset_index,image_id,image_path,dataset_hflip,dataset_vflip,photometric_transform,pair_flip_dimension,pair_flip_type,selection_seed,tensor_sha256
24,15768,TCGA-AR-A5QQ-DX1_xmin107130_ymin49863_MPP-0.2500+43[1010],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-AR-A5QQ-DX1_xmin107130_ymin49863_MPP-0.2500+43[1010].png,True,True,none; frozen ImageNet normalization,2,vertical,20260817,a6376a2305e01844ffa257a0203b1deac6106d6b6e9a7c631116ed07a548b89e
25,16066,TCGA-C8-A131-DX1_xmin43049_ymin10894_MPP-0.2500+35[1000],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-C8-A131-DX1_xmin43049_ymin10894_MPP-0.2500+35[1000].png,False,False,none; frozen ImageNet normalization,3,horizontal,20260817,f9886281cd5e80d6b7c52ec0bb7c57f71ae3b9bc496d2c9b52b3a1e102cadf9b
26,3272,TCGA-D8-A1XK-DX1_xmin26340_ymin50273_MPP-0.2500+46[1000],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-D8-A1XK-DX1_xmin26340_ymin50273_MPP-0.2500+46[1000].png,False,True,none; frozen ImageNet normalization,3,horizontal,20260817,a1957611825ddb113245ff23cb17ec6fb280e1ba300689acba71a3dd5694bade
27,3297,TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+254[0110],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+254[0110].png,False,False,none; frozen ImageNet normalization,3,horizontal,20260817,c501c58995d6177967678c20f05df220f795e6a046a18aa6c5eabe4af0785c6d
28,19495,TCGA-AR-A2LR-DX1_xmin46540_ymin31961_MPP-0.2500+42[1101],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-AR-A2LR-DX1_xmin46540_ymin31961_MPP-0.2500+42[1101].png,False,True,none; frozen ImageNet normalization,3,horizontal,20260817,1b858eefe5ef6bd6db0365d64f3b3d7ae5e59baf779de955ee1cbbef58a344bb
29,9608,TCGA-BH-A1FC-DX1_xmin52216_ymin33355_MPP-0.2500+39[1110],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-BH-A1FC-DX1_xmin52216_ymin33355_MPP-0.2500+39[1110].png,False,False,none; frozen ImageNet normalization,2,vertical,20260817,7bb97ad570d034ad3b0b1e5e48418e54bd2b7597f1bc242c309771dce1925bae
30,2219,TCGA-D8-A1JF-DX1_xmin24865_ymin52345_MPP-0.2500+28[0100],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-D8-A1JF-DX1_xmin24865_ymin52345_MPP-0.2500+28[0100].png,False,True,none; frozen ImageNet normalization,3,horizontal,20260817,4a9b6d9b974c0dace549812385d6decdcdaf63d74c2c3aa9220d7bac13b60349
31,329,TCGA-D8-A13Z-DX1_xmin30985_ymin49337_MPP-0.2500+93[0001],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-D8-A13Z-DX1_xmin30985_ymin49337_MPP-0.2500+93[0001].png,False,True,none; frozen ImageNet normalization,2,vertical,20260817,dbbf71b5a1b31a7764832aa6c0959293763a2704a11b77268a97d7f30c633081
32,7438,TCGA-A2-A0ST-DX1_xmin109446_ymin18274_MPP-0.2500+251[0110],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-A2-A0ST-DX1_xmin109446_ymin18274_MPP-0.2500+251[0110].png,True,True,none; frozen ImageNet normalization,3,horizontal,20260817,ceb0336f80e9ab937818f8c5c6af594c649fe2970535df3255814788543c6219
33,22966,TCGA-A2-A04P-DX1_xmin104246_ymin48517_MPP-0.2500+164[1000],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-A2-A04P-DX1_xmin104246_ymin48517_MPP-0.2500+164[1000].png,False,True,none; frozen ImageNet normalization,2,vertical,20260817,fe29ef77a3ae4055cd0d0038645203ca3cd07085ad72ce3e0fad0db602b4a3f5
34,2816,TCGA-AR-A0TS-DX1_xmin118843_ymin22812_MPP-0.2500+120[1000],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-AR-A0TS-DX1_xmin118843_ymin22812_MPP-0.2500+120[1000].png,True,True,none; frozen ImageNet normalization,3,horizontal,20260817,a2269d1f8b2a5d4b2b84a24ffa2ef29141e05899453c62ff24e75dbb7a902d2f
35,2543,TCGA-D8-A1XK-DX1_xmin26340_ymin50273_MPP-0.2500+14[1100],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-D8-A1XK-DX1_xmin26340_ymin50273_MPP-0.2500+14[1100].png,True,True,none; frozen ImageNet normalization,3,horizontal,20260817,552832d18192c12b5ed8fe6936af149906dca18e7ef13859a0384511277c9ebd
36,2411,TCGA-C8-A3M7-DX1_xmin41677_ymin66930_MPP-0.2500+115[1100],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-C8-A3M7-DX1_xmin41677_ymin66930_MPP-0.2500+115[1100].png,False,False,none; frozen ImageNet normalization,2,vertical,20260817,e7672b5a078d9094369203f0f83a9f5c31ea37721e0cba26ff325ba503eff242
37,17514,TCGA-A7-A4SD-DX1_xmin53807_ymin11871_MPP-0.2500+92[1110],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-A7-A4SD-DX1_xmin53807_ymin11871_MPP-0.2500+92[1110].png,False,True,none; frozen ImageNet normalization,2,vertical,20260817,0f131413b26ea779d724d1adc7e6b08e991375e52dcd9705d46321bfb0f34b06
38,2720,TCGA-D8-A142-DX1_xmin62151_ymin41337_MPP-0.2500+458[1000],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-D8-A142-DX1_xmin62151_ymin41337_MPP-0.2500+458[1000].png,False,False,none; frozen ImageNet normalization,3,horizontal,20260817,96a6ff35b4b329cc651225a1d2d07596c176cec38825e185e4a13f515551b6b3
39,8394,TCGA-D8-A1JL-DX1_xmin39765_ymin24835_MPP-0.2500+480[0100],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-D8-A1JL-DX1_xmin39765_ymin24835_MPP-0.2500+480[0100].png,True,False,none; frozen ImageNet normalization,2,vertical,20260817,cd7f6a2f42721250677d688359b63b0028f4faf5126d49807ebf74d609977c41
40,4737,TCGA-AO-A0J6-DX1_xmin40548_ymin11135_MPP-0.2500+281[1000],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-AO-A0J6-DX1_xmin40548_ymin11135_MPP-0.2500+281[1000].png,True,True,none; frozen ImageNet normalization,3,horizontal,20260817,1bbf5f246ac36f226309a8bc93e69d77316c6a1013bf45286654d2b106f1a779
41,2182,TCGA-BH-A0BL-DX1_xmin25219_ymin42847_MPP-0.2500+57[1100],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-BH-A0BL-DX1_xmin25219_ymin42847_MPP-0.2500+57[1100].png,False,False,none; frozen ImageNet normalization,2,vertical,20260817,6ec4d3568607d2e2560c8a1fbc40c8ed8e0b1767bb9703ef0106738e322f520d
42,1882,TCGA-AN-A0G0-DX1_xmin32741_ymin14546_MPP-0.2500+19[1000],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-AN-A0G0-DX1_xmin32741_ymin14546_MPP-0.2500+19[1000].png,False,True,none; frozen ImageNet normalization,2,vertical,20260817,9453c0c8fc9f9a6989ec6d9d1dd4cd0738b762b5d1f737e170ec0b1d4e785020
43,19031,TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+480[0110],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+480[0110].png,True,True,none; frozen ImageNet normalization,3,horizontal,20260817,037c05d76abe719c8fbbca090f8593568b2f329db926ff0689e64a269bebcd39
44,5671,TCGA-E2-A1LI-DX1_xmin44715_ymin18434_MPP-0.2500+151[1000],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-E2-A1LI-DX1_xmin44715_ymin18434_MPP-0.2500+151[1000].png,True,False,none; frozen ImageNet normalization,2,vertical,20260817,bdb89f3fd39981458651c784ba50b91fd9c9cd7b3d1ff4f2a418b79d562227fd
45,3505,TCGA-BH-A0BL-DX1_xmin25219_ymin42847_MPP-0.2500+66[0101],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-BH-A0BL-DX1_xmin25219_ymin42847_MPP-0.2500+66[0101].png,False,True,none; frozen ImageNet normalization,3,horizontal,20260817,08fd98f3f608fc87a9907ac551e73494f854d330fc8939e725df1df3f644dacf
46,1296,TCGA-A2-A3XS-DX1_xmin21421_ymin37486_MPP-0.2500+33[1000],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-A2-A3XS-DX1_xmin21421_ymin37486_MPP-0.2500+33[1000].png,False,False,none; frozen ImageNet normalization,2,vertical,20260817,b04a00add8102c6804522f98aea019bde380f7f6b8a46b10badac55203405e07
47,16818,TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+534[0110],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0.2500+534[0110].png,False,True,none; frozen ImageNet normalization,3,horizontal,20260817,741ebf4f290c00d0a12a8992df34ab50e4f433d9e9e7cec86da10a22a7600511
48,17290,TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0.2500+32[0010],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0.2500+32[0010].png,False,True,none; frozen ImageNet normalization,3,horizontal,20260817,93831b46d974acd961d7b26c08d877656752ff605986cb527fae75e478f18e83
49,13549,TCGA-BH-A1FC-DX1_xmin52216_ymin33355_MPP-0.2500+135[1100],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-BH-A1FC-DX1_xmin52216_ymin33355_MPP-0.2500+135[1100].png,False,False,none; frozen ImageNet normalization,3,horizontal,20260817,2dc9d64be95f63495471b8dd83a0387eceb8e3b8d4eb475781cefda026c7e56a
50,20044,TCGA-D8-A143-DX1_xmin52429_ymin19478_MPP-0.2500+136[1000],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-D8-A143-DX1_xmin52429_ymin19478_MPP-0.2500+136[1000].png,False,True,none; frozen ImageNet normalization,3,horizontal,20260817,be37230655923499a6aa985b2d3607773e64a24cd861a07f3cb40b72e8969122
51,6209,TCGA-BH-A0E6-DX1_xmin54786_ymin20002_MPP-0.2500+230[1100],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-BH-A0E6-DX1_xmin54786_ymin20002_MPP-0.2500+230[1100].png,True,False,none; frozen ImageNet normalization,2,vertical,20260817,57dbc5fce4feb23ac570b331eec6d724323d2535405b8fca31e39682c0303cbc
52,14738,TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0.2500+186[0010],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0.2500+186[0010].png,False,False,none; frozen ImageNet normalization,3,horizontal,20260817,18b55cbb856fd3773f76f655ac0ed4badbe85be600be22654e9868bd0631dcbc
53,13145,TCGA-BH-A0B9-DX1_xmin62727_ymin56697_MPP-0.2500+63[0100],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-BH-A0B9-DX1_xmin62727_ymin56697_MPP-0.2500+63[0100].png,True,True,none; frozen ImageNet normalization,3,horizontal,20260817,f14c69a3483d4ec892b33d8a6ea76997aa678435752588d25475e000807951f6
54,6694,TCGA-D8-A142-DX1_xmin62151_ymin41337_MPP-0.2500+557[0110],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-D8-A142-DX1_xmin62151_ymin41337_MPP-0.2500+557[0110].png,True,False,none; frozen ImageNet normalization,2,vertical,20260817,e9fed41118dfd9272dadacfd665c62ff6f3adf4ccc962217b0b724a7547b6e4e
55,12215,TCGA-A2-A3XT-DX1_xmin83566_ymin29931_MPP-0.2500+181[1100],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-A2-A3XT-DX1_xmin83566_ymin29931_MPP-0.2500+181[1100].png,True,False,none; frozen ImageNet normalization,3,horizontal,20260817,be06b810b70b7373edfcdabb36f445bcdf2577b4bff7d0c2931d64f9240d6dc8
56,15879,TCGA-AO-A0J2-DX1_xmin33561_ymin14515_MPP-0.2500+12[1100],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-AO-A0J2-DX1_xmin33561_ymin14515_MPP-0.2500+12[1100].png,True,True,none; frozen ImageNet normalization,2,vertical,20260817,4fc5ba491ab20d1f247f9d7a711034604e24a54abf5c85d89da483fecbe6cb50
57,9396,TCGA-BH-A0E6-DX1_xmin54786_ymin20002_MPP-0.2500+181[0110],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-BH-A0E6-DX1_xmin54786_ymin20002_MPP-0.2500+181[0110].png,True,True,none; frozen ImageNet normalization,3,horizontal,20260817,37a5e555021d92aa340c55a7e9b2876e66cd87baf6919b8047c26cc1507f48bb
58,9549,TCGA-A7-A0DA-DX1_xmin43731_ymin18175_MPP-0.2500+298[1100],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-A7-A0DA-DX1_xmin43731_ymin18175_MPP-0.2500+298[1100].png,False,False,none; frozen ImageNet normalization,2,vertical,20260817,18ae985c5ab53c0594e2e7c19711542b1380f15e9a67d425500cc82b4cab2618
59,16355,TCGA-A2-A3XT-DX1_xmin83566_ymin29931_MPP-0.2500+115[1000],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-A2-A3XT-DX1_xmin83566_ymin29931_MPP-0.2500+115[1000].png,True,True,none; frozen ImageNet normalization,3,horizontal,20260817,b76e98c67c869618755080028a51912c2e5746ba7f1679de8ee687548956fbaa
60,18363,TCGA-A7-A0CE-DX1_xmin58461_ymin18750_MPP-0.2500+63[0100],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-A7-A0CE-DX1_xmin58461_ymin18750_MPP-0.2500+63[0100].png,True,False,none; frozen ImageNet normalization,3,horizontal,20260817,0e67f274f8e1494aea21a1e44dc383de1c1661220d6b44832b70054045293efe
61,4772,TCGA-BH-A0BW-DX1_xmin42346_ymin30843_MPP-0.2500+99[1000],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-BH-A0BW-DX1_xmin42346_ymin30843_MPP-0.2500+99[1000].png,False,True,none; frozen ImageNet normalization,3,horizontal,20260817,7f07c9c0788d154c83965af737020614bbf835513fc7dbf6ddea013f676acf32
62,5197,TCGA-D8-A13Z-DX1_xmin30985_ymin49337_MPP-0.2500+35[1101],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-D8-A13Z-DX1_xmin30985_ymin49337_MPP-0.2500+35[1101].png,True,False,none; frozen ImageNet normalization,2,vertical,20260817,7fa5ae7edc79080ce26340edf11310ab1a9bbbe5f20b707018a99e462060b138
63,15984,TCGA-A2-A3XS-DX1_xmin21421_ymin37486_MPP-0.2500+2[1100],/home/duyanhong/reseg-data/raw/BCSS-WSSS/training/TCGA-A2-A3XS-DX1_xmin21421_ymin37486_MPP-0.2500+2[1100].png,False,True,none; frozen ImageNet normalization,3,horizontal,20260817,7f3c3d6ae23bb946b03b518bf04d547b06484b5b204a7d1eb9c858b8ca12dd6e
