image_id,foreground_targets,image_auroc,image_auprc,sign_confusion,shallow_confusion,deep_confusion,fixed_average_confusion,anchor_confusion,context_only_confusion,Top20_fixed_average_confusion,Top20_anchor_confusion,Deep_Wrong_fixed_average_confusion,Deep_Wrong_anchor_confusion,Top20_Deep_Wrong_fixed_average_confusion,Top20_Deep_Wrong_anchor_confusion,all_targets,all_image_auroc,Top20_targets,Top20_image_auroc,Bottom80_targets,Bottom80_image_auroc,hard_disagreement_targets,hard_disagreement_image_auroc,adjudication_targets,adjudication_image_auroc,Deep_Win_targets,Deep_Win_image_auroc,Shallow_Win_targets,Shallow_Win_image_auroc,Deep_Correct_targets,Deep_Correct_image_auroc,Deep_Wrong_targets,Deep_Wrong_image_auroc,Top20_Deep_Correct_targets,Top20_Deep_Correct_image_auroc,Top20_Deep_Wrong_targets,Top20_Deep_Wrong_image_auroc,Shallow_Correct_targets,Shallow_Correct_image_auroc,Shallow_Wrong_targets,Shallow_Wrong_image_auroc,Top20_Shallow_Correct_targets,Top20_Shallow_Correct_image_auroc,Top20_Shallow_Wrong_targets,Top20_Shallow_Wrong_image_auroc,Both_Wrong_targets,Both_Wrong_image_auroc,Both_Correct_targets,Both_Correct_image_auroc,Corrected_by_CH_targets,Corrected_by_CH_image_auroc,Still_Wrong_targets,Still_Wrong_image_auroc,Harmed_by_CH_targets,Harmed_by_CH_image_auroc,Stable_Correct_targets,Stable_Correct_image_auroc,Q1_targets,Q1_image_auroc,Q2_targets,Q2_image_auroc,Q3_targets,Q3_image_auroc,Q4_targets,Q4_image_auroc,Q5_targets,Q5_image_auroc,boundary_targets,boundary_image_auroc,interior_targets,interior_image_auroc,class0_targets,class0_image_auroc,class1_targets,class1_image_auroc,class2_targets,class2_image_auroc,class3_targets,class3_image_auroc,Strength1_targets,Strength1_image_auroc,Strength2_targets,Strength2_image_auroc,Strength3_targets,Strength3_image_auroc,Strength4_targets,Strength4_image_auroc,Strength5_targets,Strength5_image_auroc,DW__all_targets,DW__all_image_auroc,DW__all_fixed_correct,DW__all_anchor_correct,DW__Top20_targets,DW__Top20_image_auroc,DW__Top20_fixed_correct,DW__Top20_anchor_correct,DW__Bottom80_targets,DW__Bottom80_image_auroc,DW__Bottom80_fixed_correct,DW__Bottom80_anchor_correct,DW__hard_disagreement_targets,DW__hard_disagreement_image_auroc,DW__hard_disagreement_fixed_correct,DW__hard_disagreement_anchor_correct,DW__Q1_targets,DW__Q1_image_auroc,DW__Q1_fixed_correct,DW__Q1_anchor_correct,DW__Q2_targets,DW__Q2_image_auroc,DW__Q2_fixed_correct,DW__Q2_anchor_correct,DW__Q3_targets,DW__Q3_image_auroc,DW__Q3_fixed_correct,DW__Q3_anchor_correct,DW__Q4_targets,DW__Q4_image_auroc,DW__Q4_fixed_correct,DW__Q4_anchor_correct,DW__Q5_targets,DW__Q5_image_auroc,DW__Q5_fixed_correct,DW__Q5_anchor_correct,DW__boundary_targets,DW__boundary_image_auroc,DW__boundary_fixed_correct,DW__boundary_anchor_correct,DW__interior_targets,DW__interior_image_auroc,DW__interior_fixed_correct,DW__interior_anchor_correct,DW__class0_targets,DW__class0_image_auroc,DW__class0_fixed_correct,DW__class0_anchor_correct,DW__class1_targets,DW__class1_image_auroc,DW__class1_fixed_correct,DW__class1_anchor_correct,DW__class2_targets,DW__class2_image_auroc,DW__class2_fixed_correct,DW__class2_anchor_correct,DW__class3_targets,DW__class3_image_auroc,DW__class3_fixed_correct,DW__class3_anchor_correct
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+220,784,0.902107111501317,0.8996510350575055,"[[66,2],[35,32]]","[[120,10,0,0],[86,542,10,16],[0,0,0,0],[0,0,0,0]]","[[126,4,0,0],[49,535,0,70],[0,0,0,0],[0,0,0,0]]","[[127,3,0,0],[50,547,0,57],[0,0,0,0],[0,0,0,0]]","[[127,3,0,0],[57,569,0,28],[0,0,0,0],[0,0,0,0]]","[[126,4,0,0],[40,614,0,0],[0,0,0,0],[0,0,0,0]]","[[7,0,0,0],[14,72,0,46],[0,0,0,0],[0,0,0,0]]","[[7,0,0,0],[23,90,0,19],[0,0,0,0],[0,0,0,0]]","[[1,3,0,0],[49,13,0,57],[0,0,0,0],[0,0,0,0]]","[[1,3,0,0],[56,35,0,28],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[14,4,0,46],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[23,22,0,19],[0,0,0,0],[0,0,0,0]]",784,0.902107111501317,139,0.9626822157434403,645,0.8888888888888888,156,0.902107111501317,135,0.902107111501317,67,nan,68,nan,661,nan,123,nan,75,nan,64,nan,662,nan,122,nan,61,nan,78,nan,55,nan,594,nan,85,0.9545454545454546,28,1.0,13,nan,658,0.9661016949152542,226,nan,139,nan,123,0.8333333333333334,160,0.7071428571428572,136,0.9593869731800766,67,0.40476190476190477,717,0.9314700349368449,130,0.5714285714285714,654,0.9037313432835821,0,nan,0,nan,243,1.0,167,0.6444444444444445,99,0.6944444444444444,141,0.7923076923076923,134,0.984375,123,nan,14,36,64,nan,4,22,59,nan,10,14,89,nan,14,36,1,nan,0,0,5,nan,0,0,16,nan,2,2,36,nan,7,9,65,nan,5,25,26,nan,1,2,97,nan,13,34,4,nan,1,1,119,nan,13,35,0,nan,0,0,0,nan,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+221,784,0.8070512820512821,0.8492863482687932,"[[42,10],[17,43]]","[[94,80,0,0],[47,558,5,0],[0,0,0,0],[0,0,0,0]]","[[80,94,0,0],[14,580,0,16],[0,0,0,0],[0,0,0,0]]","[[79,95,0,0],[13,594,0,3],[0,0,0,0],[0,0,0,0]]","[[78,96,0,0],[8,602,0,0],[0,0,0,0],[0,0,0,0]]","[[21,153,0,0],[0,610,0,0],[0,0,0,0],[0,0,0,0]]","[[7,27,0,0],[4,48,0,3],[0,0,0,0],[0,0,0,0]]","[[6,28,0,0],[0,55,0,0],[0,0,0,0],[0,0,0,0]]","[[0,94,0,0],[12,15,0,3],[0,0,0,0],[0,0,0,0]]","[[0,94,0,0],[7,23,0,0],[0,0,0,0],[0,0,0,0]]","[[0,26,0,0],[4,7,0,3],[0,0,0,0],[0,0,0,0]]","[[0,26,0,0],[0,14,0,0],[0,0,0,0],[0,0,0,0]]",784,0.8070512820512821,89,0.8285714285714286,695,0.792,112,0.8070512820512821,112,0.8070512820512821,60,nan,52,nan,660,nan,124,nan,49,nan,40,nan,652,nan,132,nan,46,nan,43,nan,72,nan,600,nan,45,0.978494623655914,79,0.15625,33,0.0,627,1.0,250,nan,171,nan,162,1.0,108,0.84,93,0.8163759689922481,82,0.2962962962962963,702,0.8531438415159346,174,0.07692307692307693,610,0.9959935897435898,0,nan,0,nan,229,0.0,230,0.7619047619047619,141,0.7870370370370371,114,0.8833333333333333,70,0.8583450210378681,124,nan,15,23,40,nan,7,14,84,nan,8,9,52,nan,15,23,5,nan,1,1,9,nan,0,0,24,nan,2,2,42,nan,3,4,44,nan,9,16,36,nan,1,3,88,nan,14,20,94,nan,0,0,30,nan,15,23,0,nan,0,0,0,nan,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+222,784,0.8583936048724781,0.936862682676224,"[[35,2],[23,48]]","[[117,45,0,0],[62,548,12,0],[0,0,0,0],[0,0,0,0]]","[[109,53,0,0],[32,590,0,0],[0,0,0,0],[0,0,0,0]]","[[108,54,0,0],[29,593,0,0],[0,0,0,0],[0,0,0,0]]","[[108,54,0,0],[29,593,0,0],[0,0,0,0],[0,0,0,0]]","[[81,81,0,0],[3,619,0,0],[0,0,0,0],[0,0,0,0]]","[[10,17,0,0],[8,37,0,0],[0,0,0,0],[0,0,0,0]]","[[10,17,0,0],[8,37,0,0],[0,0,0,0],[0,0,0,0]]","[[1,52,0,0],[29,3,0,0],[0,0,0,0],[0,0,0,0]]","[[1,52,0,0],[29,3,0,0],[0,0,0,0],[0,0,0,0]]","[[0,16,0,0],[8,0,0,0],[0,0,0,0],[0,0,0,0]]","[[0,16,0,0],[8,0,0,0],[0,0,0,0],[0,0,0,0]]",784,0.8583936048724781,72,0.9191176470588235,712,0.7812097812097812,108,0.8583936048724781,108,0.8583936048724781,71,nan,37,nan,699,nan,85,nan,48,nan,24,nan,665,nan,119,nan,30,nan,42,nan,48,nan,628,nan,57,1.0,56,0.58,34,0.08333333333333333,637,0.8755980861244019,222,nan,171,nan,164,1.0,148,0.9,79,0.872,93,0.2781954887218045,691,0.9270833333333334,162,0.4811594202898551,622,0.9477040816326531,0,nan,0,nan,238,0.775,193,0.7333333333333333,132,0.7948717948717948,134,0.84375,87,0.8382352941176471,85,nan,4,4,24,nan,0,0,61,nan,4,4,37,nan,4,4,7,nan,0,0,7,nan,0,0,15,nan,3,3,31,nan,1,1,25,nan,0,0,39,nan,1,1,46,nan,3,3,53,nan,1,1,32,nan,3,3,0,nan,0,0,0,nan,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+223,784,0.6940437807568302,0.6653989263775879,"[[50,21],[33,50]]","[[201,78,0,0],[79,421,5,0],[0,0,0,0],[0,0,0,0]]","[[152,123,0,4],[20,482,0,3],[0,0,0,0],[0,0,0,0]]","[[163,116,0,0],[24,481,0,0],[0,0,0,0],[0,0,0,0]]","[[166,113,0,0],[24,481,0,0],[0,0,0,0],[0,0,0,0]]","[[169,110,0,0],[23,482,0,0],[0,0,0,0],[0,0,0,0]]","[[14,60,0,0],[0,60,0,0],[0,0,0,0],[0,0,0,0]]","[[17,57,0,0],[0,60,0,0],[0,0,0,0],[0,0,0,0]]","[[12,115,0,0],[23,0,0,0],[0,0,0,0],[0,0,0,0]]","[[15,112,0,0],[23,0,0,0],[0,0,0,0],[0,0,0,0]]","[[2,60,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]]","[[5,57,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]]",784,0.6940437807568302,134,0.691304347826087,650,0.696969696969697,157,0.6940437807568302,154,0.6940437807568302,83,nan,71,nan,634,nan,150,nan,72,nan,62,nan,622,nan,162,nan,68,nan,66,nan,79,nan,551,nan,68,0.8936170212765957,88,0.7045454545454546,52,nan,576,0.6457142857142857,204,nan,157,nan,142,0.4,139,0.8666666666666667,142,0.6860294117647059,148,0.5294117647058824,636,0.7348362855609233,279,0.48993808049535603,505,0.9583333333333334,0,nan,0,nan,162,0.4722222222222222,219,0.6359649122807017,181,0.8,179,0.7541666666666667,43,0.7314814814814815,150,nan,12,15,62,nan,2,5,88,nan,10,10,74,nan,12,15,8,nan,0,0,23,nan,0,0,27,nan,2,2,24,nan,4,4,68,nan,6,9,68,nan,1,1,82,nan,11,14,127,nan,12,15,23,nan,0,0,0,nan,0,0,0,nan,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+224,784,0.7756685037762808,0.7743528287529173,"[[57,12],[35,36]]","[[0,0,0,0],[166,616,0,2],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[116,618,0,50],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[111,634,0,39],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[127,647,0,10],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[3,781,0,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[4,44,0,32],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[15,56,0,9],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[102,25,0,39],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[118,38,0,10],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[4,3,0,32],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[15,15,0,9],[0,0,0,0],[0,0,0,0]]",784,0.7756685037762808,80,0.9900568181818182,704,0.6732133115111838,166,0.7756685037762808,140,0.7756685037762808,71,nan,69,nan,618,nan,166,nan,41,nan,39,nan,616,nan,168,nan,31,nan,49,nan,97,nan,547,nan,116,0.7916666666666666,48,1.0,1,nan,619,0.7733990147783252,247,nan,150,0.95,152,0.8173076923076923,147,0.662431941923775,88,0.9670454545454545,3,nan,781,0.7723695111847556,0,nan,784,0.7756685037762808,0,nan,0,nan,269,0.4857142857142857,190,0.6148148148148148,138,0.6026785714285714,121,0.725,66,0.9548872180451128,166,nan,25,38,39,nan,3,15,127,nan,22,23,95,nan,25,38,11,nan,0,0,29,nan,1,1,41,nan,6,6,43,nan,14,14,42,nan,4,17,3,nan,0,1,163,nan,25,37,0,nan,0,0,166,nan,25,38,0,nan,0,0,0,nan,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+225,784,0.9921193829644533,0.9886350471286321,"[[83,1],[28,43]]","[[0,0,0,0],[61,637,46,40],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[17,624,34,109],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[17,643,18,106],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[25,683,26,50],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,784,0,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[11,76,6,73],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[20,112,14,20],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[17,20,17,106],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[25,60,25,50],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[11,7,6,73],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[20,43,14,20],[0,0,0,0],[0,0,0,0]]",784,0.9921193829644533,166,0.9971932638331997,618,0.9848901098901099,183,0.9921193829644533,155,0.9921193829644533,71,nan,84,nan,624,nan,160,nan,69,nan,97,nan,637,nan,147,nan,84,nan,82,nan,76,nan,553,nan,91,1.0,27,1.0,2,nan,664,0.9912280701754386,114,nan,151,nan,177,nan,159,0.9642857142857143,183,0.9993412384716732,0,nan,784,0.9921193829644533,0,nan,784,0.9921193829644533,0,nan,0,nan,112,0.0,144,nan,255,0.6818181818181818,134,1.0,139,1.0,160,nan,20,60,97,nan,7,43,63,nan,13,17,112,nan,20,60,7,nan,0,0,11,nan,0,0,14,nan,0,0,29,nan,10,10,99,nan,10,50,0,nan,0,0,160,nan,20,60,0,nan,0,0,160,nan,20,60,0,nan,0,0,0,nan,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+226,784,1.0,1.0,"[[7,0],[16,32]]","[[0,0,0,0],[48,736,0,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,777,5,2],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,783,0,1],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,784,0,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,784,0,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,39,0,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,39,0,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,6,0,1],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,7,0,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]]",784,1.0,39,nan,745,1.0,55,1.0,55,1.0,48,nan,7,nan,777,nan,7,nan,39,nan,0,nan,736,nan,48,nan,10,nan,29,nan,0,nan,729,nan,36,nan,0,nan,0,nan,748,1.0,247,nan,197,nan,180,nan,111,1.0,49,1.0,0,nan,784,1.0,0,nan,784,1.0,0,nan,0,nan,283,nan,220,nan,193,nan,74,1.0,14,1.0,7,nan,6,7,0,nan,0,0,7,nan,6,7,7,nan,6,7,0,nan,0,0,0,nan,0,0,0,nan,0,0,6,nan,6,6,1,nan,0,1,0,nan,0,0,7,nan,6,7,0,nan,0,0,7,nan,6,7,0,nan,0,0,0,nan,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+227,784,1.0,1.0,"[[81,0],[0,9]]","[[0,0,0,0],[12,767,2,3],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[6,695,83,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[6,759,19,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[6,772,4,2],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,784,0,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,37,17,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,48,4,2],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[6,64,19,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[6,77,4,2],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,31,17,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,42,4,2],[0,0,0,0],[0,0,0,0]]",784,1.0,54,1.0,730,1.0,94,1.0,90,1.0,9,nan,81,nan,695,nan,89,nan,6,nan,48,nan,767,nan,17,nan,46,nan,8,nan,8,nan,686,nan,10,1.0,0,nan,0,nan,774,1.0,203,nan,204,nan,212,nan,104,nan,61,1.0,0,nan,784,1.0,0,nan,784,1.0,0,nan,0,nan,228,nan,285,nan,135,nan,60,1.0,76,1.0,89,nan,64,77,48,nan,31,42,41,nan,33,35,85,nan,64,77,0,nan,0,0,2,nan,0,0,1,nan,0,0,34,nan,32,32,52,nan,32,45,0,nan,0,0,89,nan,64,77,0,nan,0,0,89,nan,64,77,0,nan,0,0,0,nan,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+228,784,1.0,1.0,"[[24,0],[7,59]]","[[0,0,0,0],[54,717,8,5],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,759,25,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,773,11,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,776,8,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,784,0,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,45,1,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,46,0,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,16,9,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,19,6,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,2,1,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,3,0,0],[0,0,0,0],[0,0,0,0]]",784,1.0,46,1.0,738,1.0,90,1.0,90,1.0,66,nan,24,nan,759,nan,25,nan,43,nan,3,nan,717,nan,67,nan,17,nan,29,nan,1,nan,693,nan,55,nan,0,nan,0,nan,729,1.0,253,nan,206,nan,136,1.0,133,1.0,56,1.0,0,nan,784,1.0,0,nan,784,1.0,0,nan,0,nan,285,nan,281,nan,154,1.0,40,1.0,24,1.0,25,nan,16,19,3,nan,2,3,22,nan,14,16,24,nan,16,19,0,nan,0,0,3,nan,2,2,3,nan,2,2,14,nan,10,11,5,nan,2,4,0,nan,0,0,25,nan,16,19,0,nan,0,0,25,nan,16,19,0,nan,0,0,0,nan,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+229,784,1.0,1.0,"[[29,0],[8,40]]","[[0,0,0,0],[34,732,17,1],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,751,33,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,771,13,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,774,10,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,784,0,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,50,6,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,52,4,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,20,13,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,23,10,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,0,6,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,2,4,0],[0,0,0,0],[0,0,0,0]]",784,1.0,56,1.0,728,1.0,77,1.0,77,1.0,48,nan,29,nan,751,nan,33,nan,50,nan,6,nan,732,nan,52,nan,23,nan,33,nan,4,nan,703,nan,41,1.0,0,nan,0,nan,743,1.0,158,nan,158,nan,237,nan,169,1.0,62,1.0,0,nan,784,1.0,0,nan,784,1.0,0,nan,0,nan,156,nan,180,nan,316,nan,108,1.0,24,1.0,33,nan,20,23,6,nan,0,2,27,nan,20,21,29,nan,20,23,0,nan,0,0,1,nan,0,0,2,nan,0,0,23,nan,19,19,7,nan,1,4,0,nan,0,0,33,nan,20,23,0,nan,0,0,33,nan,20,23,0,nan,0,0,0,nan,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+23,784,nan,1.0,"[[0,0],[4,41]]","[[0,0,0,0],[37,739,6,2],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,784,0,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,784,0,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,784,0,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,784,0,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,38,0,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,38,0,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]]",784,nan,38,nan,746,nan,45,nan,45,nan,45,nan,0,nan,784,nan,0,nan,38,nan,0,nan,739,nan,45,nan,7,nan,31,nan,0,nan,739,nan,31,nan,0,nan,0,nan,753,nan,285,nan,187,nan,175,nan,92,nan,45,nan,0,nan,784,nan,0,nan,784,nan,0,nan,0,nan,335,nan,268,nan,155,nan,13,nan,13,nan,0,nan,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+230,784,0.9990253411306043,0.9993838907448255,"[[57,0],[31,59]]","[[0,0,0,0],[128,612,10,34],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[31,645,26,82],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[32,663,8,81],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[34,690,5,55],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[9,775,0,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[8,79,2,51],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[10,101,1,28],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[32,18,8,81],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[34,45,5,55],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[8,1,2,51],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[10,23,1,28],[0,0,0,0],[0,0,0,0]]",784,0.9990253411306043,140,1.0,644,0.9936842105263158,171,0.9990253411306043,147,0.9990253411306043,90,nan,57,nan,645,nan,139,nan,78,nan,62,nan,612,nan,172,nan,51,nan,89,nan,82,nan,555,nan,108,1.0,48,nan,10,nan,618,0.9967567567567568,194,nan,127,nan,161,1.0,145,1.0,157,1.0,0,nan,784,0.9990253411306043,0,nan,784,0.9990253411306043,0,nan,0,nan,176,nan,156,nan,228,1.0,119,0.9940476190476191,105,1.0,139,nan,18,45,62,nan,1,23,77,nan,17,22,81,nan,18,45,9,nan,0,0,12,nan,0,0,11,nan,3,3,38,nan,14,16,69,nan,1,26,0,nan,0,0,139,nan,18,45,0,nan,0,0,139,nan,18,45,0,nan,0,0,0,nan,0,0
TCGA-GM-A2DD-DX1_xmin47260_ymin22408_MPP-0.2500+231,784,0.9303703703703704,0.9740764425448646,"[[26,1],[53,47]]","[[106,4,0,0],[110,560,0,4],[0,0,0,0],[0,0,0,0]]","[[103,7,0,0],[12,636,0,26],[0,0,0,0],[0,0,0,0]]","[[105,5,0,0],[16,635,0,23],[0,0,0,0],[0,0,0,0]]","[[105,5,0,0],[16,650,0,8],[0,0,0,0],[0,0,0,0]]","[[90,20,0,0],[34,640,0,0],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[4,89,0,18],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[3,102,0,6],[0,0,0,0],[0,0,0,0]]","[[2,5,0,0],[12,3,0,23],[0,0,0,0],[0,0,0,0]]","[[2,5,0,0],[12,18,0,8],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[3,1,0,18],[0,0,0,0],[0,0,0,0]]","[[0,0,0,0],[3,13,0,6],[0,0,0,0],[0,0,0,0]]",784,0.9303703703703704,111,1.0,673,0.777511961722488,127,0.9303703703703704,127,0.9303703703703704,100,nan,27,nan,739,nan,45,nan,89,nan,22,nan,666,nan,118,nan,43,nan,68,nan,18,nan,639,nan,79,1.0,26,0.38461538461538464,16,nan,663,0.9746376811594203,215,nan,140,nan,154,0.8125,150,0.0,125,0.9851973684210527,73,0.575,711,1.0,110,0.4,674,1.0,0,nan,0,nan,180,0.9090909090909091,166,0.7307692307692307,210,0.6388888888888888,154,nan,74,0.9879227053140096,45,nan,5,20,22,nan,1,13,23,nan,4,7,27,nan,5,20,3,nan,0,0,3,nan,0,0,7,nan,1,1,7,nan,1,1,25,nan,3,18,16,nan,2,2,29,nan,3,18,7,nan,2,2,38,nan,3,18,0,nan,0,0,0,nan,0,0
