replicate,adjudication_image_auroc,sign_balanced_accuracy,anchor_fixed_accuracy_delta,anchor_fixed_miou_delta,Top20_anchor_fixed_accuracy_delta,Deep_Wrong_anchor_fixed_accuracy_delta,Top20_Deep_Wrong_anchor_fixed_accuracy_delta
32,0.7377635692437461,0.5922717923290641,0.004940275007703443,-0.0054517990309166375,0.011998846146764386,0.07436958538280125,0.17663662523480275
33,0.7307245719775921,0.5872923550993544,0.003963821443821569,-0.006457755174708701,0.006728424373636743,0.07344805232667817,0.1770102977047039
34,0.7378948049665711,0.5966253594542248,0.0051973387237636,-0.003782058914962194,0.013345512174280927,0.07149088507724659,0.1714088440491771
35,0.7394864831997815,0.5973184184776719,0.0063476891914765465,-0.0021272472869907633,0.019078895926186612,0.07898643984612641,0.18806561957493145
36,0.7312484477601797,0.5945152597456167,0.004133168668474796,-0.008769296269624416,0.008161883627336608,0.07209685620605615,0.17373023177976737
37,0.7332242294972485,0.5958615464699184,0.0051105290136137516,-0.004705462865844723,0.013261025527577575,0.07696869817143577,0.18483808630298332
38,0.7400183459342533,0.5997955513454187,0.0071336803561055095,-0.0012535171908959475,0.022587650732218467,0.07657188556725227,0.18119300796752402
39,0.7402178839499183,0.5952128433656758,0.005551525130338297,-0.0029683540416737264,0.01424621670887305,0.07644337749552269,0.18229736398927482
40,0.7384461627611344,0.596535538545959,0.005934627878683707,-0.004436856619692731,0.01616213550026746,0.07707525685378024,0.1827870510875063
41,0.7344329957419433,0.5948876005114365,0.004456764898282284,-0.006853148519815111,0.009279635998794333,0.07159218226958507,0.16980440404750546
42,0.7388400813228814,0.5942611328204078,0.005849074811709931,-0.0028661699589122014,0.01670411375570313,0.07577540622780325,0.18121726436769792
43,0.7345873557247693,0.5925311656782044,0.00404064261735293,-0.008269264301696388,0.007371406593542185,0.0739752737990553,0.17756557600440173
44,0.735813235784051,0.5977506269684127,0.00499607984361361,-0.00621013246008395,0.01231934030172277,0.07419616077302561,0.17835344902187358
45,0.7395528134462722,0.5969673816891998,0.005685083169242322,-0.0036209178086767935,0.015539952441040561,0.07600722049391251,0.18233632862644417
46,0.7305006165502468,0.5903342328178944,0.004161798149349583,-0.0058956921423621855,0.008370992126764842,0.07320699723665149,0.17612408987587935
47,0.7369500732075498,0.5902900549801383,0.004872202951447857,-0.005797997158610291,0.010937493571625434,0.07631550040364271,0.1838752467917078
48,0.7290667599453001,0.5919542622613706,0.005656582872436311,-0.001966418402037151,0.015574562575816686,0.07398886699761682,0.1779183071614247
49,0.7338917158938255,0.5968692840428157,0.005846718123375116,-0.0031313928692524584,0.015936352459267056,0.07762295024600546,0.18485437091190882
50,0.7401993881422505,0.5949168991431683,0.005793215210181946,-0.0026111858627263507,0.01667258930997717,0.07393853457473613,0.17757095231044923
51,0.729366832104062,0.5894952065898538,0.004495657231516459,-0.006012397792651947,0.00861055659817267,0.07314123837053291,0.17609189598586217
52,0.736105673368855,0.5916713994893128,0.005002602533348055,-0.004721075336638791,0.010779397669373969,0.07718423997275564,0.18109687986816203
53,0.7344252894025828,0.594519728947184,0.00554250806912171,-0.003286178798173056,0.01445545238293533,0.0756399769238055,0.17961340438984735
54,0.7350328661552066,0.594206965944229,0.004370322037702934,-0.006124517646590499,0.009748613193710454,0.07342051390345679,0.1779660578866563
55,0.7430850316411272,0.6004964435707265,0.007567364536437027,3.068422249175029e-06,0.02469642084159207,0.08065981311651613,0.19223709023793284
56,0.7363405117221241,0.5941117111274956,0.005672922338646469,-0.003358347233362702,0.015239041167574019,0.07535349110492263,0.18121157556270096
57,0.7327196792802789,0.5935254366626039,0.004640035562021416,-0.006573126711654331,0.010786293454285723,0.07478349802957901,0.17953476925601022
58,0.7290790294429257,0.5918440271006709,0.0042191310159940265,-0.00688974871921344,0.008272486232918541,0.07323689443666147,0.17698019158025088
59,0.731239962765199,0.5955090326066352,0.005120302665354792,-0.0055636169719056605,0.013525817184788291,0.0733503972810039,0.17782947272888489
60,0.7411443715038948,0.5936539559792084,0.005937161587019069,-0.0025354619022831537,0.016695010707374225,0.0767717008671761,0.18317250719485356
61,0.7330451803766442,0.5959877446325221,0.007645496138733554,0.0010063433488234352,0.025796262732254327,0.07620768372454881,0.1822818228182282
62,0.7356175108761462,0.5963056215140339,0.005085505426772774,-0.007327020836332299,0.01201112201908694,0.07861470883179617,0.18876878870551134
63,0.7331556427777955,0.5933802956648635,0.004737138116843842,-0.006873778438557077,0.010989884982461895,0.07474298082125895,0.17831917545589698
64,0.7302411220009595,0.5909503533413866,0.004907476543320799,-0.005694051161562075,0.011325606649630782,0.07407332398345373,0.17695116882088638
65,0.7414544388732198,0.5988042729156658,0.00580155064302057,-0.003318020952357559,0.01632978380256922,0.07611925857326496,0.18341946729457814
66,0.7382443280873259,0.5979777829415267,0.006202527594807106,-0.0005550987901152826,0.01812550141844549,0.07325789467351265,0.1740000300855935
67,0.7281723650983127,0.589106044058525,0.0039852524006553924,-0.006485005284758261,0.007009802440031798,0.07318469656087466,0.17303568044209033
68,0.7363346261295429,0.5907585974691547,0.005135809845736916,-0.005002353532740478,0.012832820713509774,0.07608914764437977,0.181059757584808
69,0.733286612148403,0.5923096624353255,0.005695341343745941,-0.003463270845423194,0.015496653522613202,0.07557656052271378,0.179802856770023
70,0.7338615627388502,0.5951664442802334,0.00605537279034829,-0.0024006370983297165,0.01684339415727365,0.07704070944766427,0.18388411786669667
71,0.7406875565008912,0.5986411062965197,0.005190541110200675,-0.005538910804949504,0.013614482050848031,0.07559262150281419,0.18266743851338074
72,0.7386793261138574,0.5968472243627048,0.0050028848075398535,-0.004089049808209788,0.012318296737621859,0.07385233086981238,0.17677472129875305
73,0.7351861016965345,0.5956159613394596,0.0060116901595385075,-0.003496748566451102,0.01758243576722507,0.07449545676015283,0.17854203881741365
74,0.7327442860973608,0.5924116862258634,0.004916007117842569,-0.005953199442008228,0.011548689846699323,0.07439393131995166,0.17869019169166625
75,0.7304336480135537,0.5905279173043038,0.004153206825328604,-0.006275352263380496,0.007732792031070246,0.0729771166140384,0.17443240572357127
76,0.7316103369599471,0.5897136471286437,0.0034631034479972733,-0.008358483503013825,0.004459505858307677,0.07429190746343477,0.17664962007494978
77,0.7318974330133993,0.5943615033049194,0.004539577462700839,-0.008774153668439477,0.009446986549950798,0.07568141009690717,0.18152201728312434
78,0.736889734310525,0.5945017267147208,0.00540806610396527,-0.003087170219950308,0.014333233549856494,0.07396982878881732,0.17961562267238756
79,0.7356182236673089,0.5918886469392222,0.00566581264701993,-0.003938571479376263,0.014499027060265623,0.07706465715209145,0.18391628583091887
80,0.7350371320921707,0.5902618536571179,0.0036977652950551665,-0.007489168506460864,0.005821957095330954,0.07082364792240363,0.16990253812328027
81,0.7397740308153581,0.595614909195446,0.005857163394828779,-0.0027208738132245003,0.016263215548289578,0.07602043671054287,0.1822174000236539
82,0.7356341891708325,0.5951995451510779,0.005106568435334746,-0.005403649920272313,0.012980587867881255,0.07628210981785997,0.18305306340946176
83,0.7423569934416946,0.5976921106598767,0.00750144865181368,-9.612759157318074e-05,0.02379435415026998,0.07921731375927775,0.18598651538228744
84,0.7387392839421313,0.5958039998890815,0.005459273737369208,-0.004123291804282503,0.014288997697507466,0.07638230400789144,0.18298227235280357
85,0.7419306563330347,0.5974896786403905,0.006116433012410605,-0.0020181355568592574,0.018041534075078025,0.07826582960149653,0.1862373021193214
86,0.738373161551986,0.593612375731446,0.005378034058054149,-0.004572642782970204,0.014200239166241135,0.075331286374566,0.18112098551716505
87,0.7367250121407753,0.5964413649955629,0.005809348406353387,-0.002593792443180254,0.0163093575927572,0.07738603677423841,0.1857157806613646
88,0.7380969037402313,0.5954845369521616,0.005769982419427722,-0.00309081899473862,0.015648517920851424,0.07521908299379294,0.1803059814023624
89,0.7326774009865306,0.5909901854070543,0.005230504492414578,-0.003559250345571252,0.012800754963051775,0.0754390799561134,0.1790499573334132
90,0.7401425449560929,0.5943060802032332,0.005067769658189114,-0.0052081510999975045,0.01194709705228958,0.07579555735127493,0.18082203088161705
91,0.7344752682277763,0.5917344528759303,0.004679814928565507,-0.004923259479461595,0.010394488389895318,0.07462702274170294,0.17874293639129804
92,0.7360719393451195,0.5943470743070957,0.005434221370184011,-0.0033937731556669126,0.01407160529167606,0.07463050242128688,0.1780589707539362
93,0.739796692783817,0.5964968389923735,0.0052712359300840506,-0.0055037241640455425,0.013137319473181752,0.07675061654584858,0.18151773550633232
94,0.731474944266939,0.5891097661013524,0.0034494547388379537,-0.007700315698734639,0.004295054389122921,0.07200133645172069,0.1728957335587066
95,0.7471691959287855,0.5998055345854336,0.00626938218661377,-0.0019472822646804389,0.01816291482161203,0.07649549608091424,0.18099396601264264
96,0.7315747970743647,0.5887945347493212,0.004559396468509558,-0.006437261393344107,0.010078305824033684,0.0722902676827377,0.1747691356978755
97,0.7343863802477975,0.5963835003609139,0.004974908336318751,-0.0042204338492595195,0.01273044795940248,0.07171479367195856,0.17170191854870084
98,0.7341287926162686,0.5935194881804067,0.005147972798205891,-0.004807293636333365,0.01263306664903463,0.0735225928801038,0.1743382468683196
99,0.7267541576492857,0.5882220260892186,0.003306074817658766,-0.007002778977346025,0.004042602968408637,0.0713890492072329,0.17157413914265637
100,0.7350507778524997,0.5931291526853175,0.005620305849576401,-0.002248179005430173,0.015403168675241607,0.07594993689306102,0.18199535305164793
101,0.7302990169322106,0.5938078592435543,0.005424671452610941,-0.0038463123369959495,0.015118921059762758,0.07425782796371813,0.17921937649977837
102,0.7413936630348829,0.5959052864338337,0.0065404375009837645,-0.0010828354641008175,0.018903607259842192,0.0775019876679281,0.18458737439165296
103,0.7302202917990718,0.5891701864485009,0.00409709391516333,-0.007086418698934338,0.008210264049407945,0.07389230734632944,0.17681915625126401
104,0.7353928902779145,0.5915433352084234,0.0047413784368205425,-0.005433882689818592,0.01169316248679686,0.0750679288127133,0.1802645320273072
105,0.7363862804881622,0.5957064768092091,0.004854769101459544,-0.005715012398056052,0.0111291989824025,0.0749821450192939,0.1797004561869385
106,0.7442520372975977,0.602261007709235,0.006776576575112103,-0.0019177595727983832,0.021547421318460103,0.07790334683013844,0.18618755133563042
107,0.7312145824662206,0.5895923865174668,0.003988955756523471,-0.006215878297769373,0.007446738460249236,0.07332721348518627,0.17433029718443993
108,0.7350331474444238,0.5941903303013563,0.0055135040162065385,-0.0037174648959971135,0.014489871645322006,0.07428000196876121,0.17652042929768405
109,0.7384711757808791,0.5933864968732225,0.005980956936948445,-0.001235990859767555,0.016258849552999277,0.075642035003623,0.17880095436316562
110,0.735812396856187,0.5969783676802913,0.007490474505997713,0.0013709707055011844,0.024821324690434632,0.07599688134115948,0.180478586329611
111,0.7265138759217279,0.591373297423904,0.004644563033038507,-0.006553443446931206,0.010074691679694325,0.07553058784353849,0.18176651477170086
112,0.7430433956566564,0.5984262644251321,0.00593404182025159,-0.003881467620883261,0.01753161136474035,0.075845843011959,0.18033506997650425
113,0.7390013518780058,0.594134087027369,0.005173148341666489,-0.004638049905288155,0.012560063630549179,0.07456896329063574,0.17595895406812345
114,0.7372212322601486,0.5942278408996546,0.005549161195738117,-0.0034831633936224238,0.015001203359616855,0.07376655470371685,0.17752902238798507
115,0.7346752281143939,0.593263314739145,0.00597092944690214,-0.0010222626345749442,0.01651967134200638,0.07586208094735086,0.18114663838985298
116,0.7350745365988305,0.5936994714410953,0.005275818400353183,-0.005583139724948283,0.013076690164743887,0.07657900122271884,0.18196101192858857
117,0.7272269261085711,0.5890165283972661,0.005178296373137159,-0.004892804253999294,0.013604984895798311,0.07431552828809843,0.17978276103714086
118,0.7278065692027417,0.5893562289360841,0.006125589018232791,-0.001569790692950157,0.017852863647256134,0.07523473626985777,0.17943210828700157
119,0.7348027310534393,0.5902270485845762,0.004914611693705995,-0.0049461578057781175,0.012077787064027623,0.07432150599834872,0.17800203527815467
120,0.7398402803789328,0.5984469517913226,0.005767883917696892,-0.0036065494144269516,0.016121514373083512,0.07574780486347718,0.18137672296791707
121,0.7380478610106663,0.5929134193444545,0.00414378672814486,-0.0060828371253509594,0.007418956405531807,0.07548234096377046,0.17824785471961685
122,0.734436485586665,0.5982447701118492,0.006479081521382324,-0.0031633961859693915,0.019743873517786503,0.07496906300386516,0.1815386039527074
123,0.7226711870774128,0.5883618135701842,0.004553165829145778,-0.005753700530393924,0.010319696783264165,0.07168194607110645,0.17113093774284618
124,0.7355952061636803,0.5950988689269984,0.0063827571468262345,-0.0025236194580954274,0.01867545576269447,0.07702909020114147,0.18373520952959088
125,0.7354968147390194,0.5951360341540697,0.0055920675441614165,-0.003035859471191671,0.015909491181428592,0.07273853588583887,0.17869860131966467
126,0.7268773472070772,0.5910282411630262,0.004189219024531732,-0.006320643519782787,0.00809317659731601,0.07253157511666737,0.17386368819269538
127,0.7420925651066552,0.5959639183589054,0.005162426035621559,-0.005306694261896561,0.012721572909170642,0.07579845795731772,0.18114001038523037
128,0.7301464895892097,0.5943407169141367,0.004952222617104263,-0.005646880303830981,0.012215416571260351,0.0753746026941123,0.17887081911687794
129,0.7350172905394592,0.5934426482737064,0.0052815695464409895,-0.004205642424415346,0.012841199959045757,0.07712408307648472,0.18531071132363333
130,0.7374072699053614,0.5974913744340286,0.0064441801336748705,-0.00184097254138893,0.01968450770795438,0.07601678558186438,0.1834040571045398
131,0.7310270764471052,0.5929339750157068,0.004303345209300313,-0.005642526849864882,0.009010900315514103,0.07045193395941148,0.17125474026209186
132,0.7333478792095287,0.5946092394484437,0.005393440477902023,-0.003400137602865394,0.015184918143151371,0.07477225879380278,0.1811783080439797
133,0.7318489343441305,0.5939910836510613,0.005393502112210902,-0.0042355369816015065,0.01441953823853237,0.07495218905812445,0.18179250232032607
134,0.7376466073046817,0.5933834481440708,0.00487378943903094,-0.004563469042318302,0.01088232376669751,0.07624517751861333,0.18094375275023944
135,0.7434052483097463,0.5980625147519428,0.0068926328349691035,-0.0011252253956280933,0.021021524180931284,0.07726751298766561,0.1833076954216087
136,0.725266402099919,0.5911737545129451,0.004982737368720569,-0.00475140553354636,0.011922349693885614,0.07660738714090287,0.18317710426065417
137,0.7288701280234583,0.593661340283262,0.005266706737248827,-0.004940471777025501,0.013819852003062016,0.07458006216443372,0.18110393297220986
138,0.7365652177613246,0.5965619829035846,0.005559339884247838,-0.002880277630585293,0.01468293666967202,0.07644713761760485,0.18086895512840354
139,0.7312893592825472,0.5906813082379281,0.005173093305887444,-0.004396404727688541,0.013170792600945003,0.07518898069346348,0.17940610808470359
140,0.7260938798843316,0.588625005609114,0.005095591704734503,-0.003329107273628007,0.012687090273297175,0.07139448814250908,0.17135541005042051
141,0.738354708708573,0.5929051127641952,0.004453955082347694,-0.005152756860365537,0.008990119312070943,0.07567116403937495,0.17866713241348336
142,0.7272853440448562,0.593030663926923,0.005131231290501637,-0.003951272559273966,0.0130463465913645,0.07160739400215663,0.17307799619530756
143,0.7447098315346559,0.6024713784542576,0.006883234764700208,-0.0011277489504617488,0.021505399088342037,0.0760242261431472,0.17883211678832117
144,0.7368881760804741,0.5941992675889893,0.004780728755144348,-0.005735320561376156,0.011110606104428933,0.07352563069718651,0.1758423593629397
145,0.7310273958961506,0.591007452138862,0.004610703128169691,-0.005955327901199459,0.010354233432003368,0.07385817246429506,0.17766505080217918
146,0.736146023965818,0.5993022623890972,0.007176626331342639,-0.0011636903240209717,0.021691286973326118,0.08006777862405971,0.1875629146227087
147,0.743924448439718,0.5951751108297739,0.005661304172701942,-0.003466952378707533,0.015268905274580469,0.07465779675390327,0.17593137624833344
148,0.7379767195239731,0.592837182296261,0.0050655518351618856,-0.004892378398665187,0.01252241660815867,0.07542260238094019,0.18005066782593054
149,0.7283177136715591,0.5899832543579641,0.004353895627825843,-0.006233453878098816,0.008915936041121064,0.07306782914569425,0.17447348490548056
150,0.7363479707079136,0.5889062896340702,0.003582325955371002,-0.007556403957953428,0.005146408568340366,0.07611248086833326,0.18362562032130542
151,0.740591537637189,0.5952278571846857,0.005450005842334904,-0.0029541114841170613,0.01397769547598482,0.07791780272941311,0.18592327527232544
152,0.7322942192399681,0.5950382102095444,0.005745290507444101,-0.003355362240803794,0.016624450156978554,0.07369719395621338,0.17743459007069148
153,0.7340780855163848,0.5933360924688442,0.005302941675332851,-0.0043005334538281925,0.012793255507013601,0.07604844446757933,0.1791581495562732
154,0.7295736968694452,0.5914734612304103,0.005113212482923624,-0.003494005485139895,0.013145561091272295,0.07434232694505526,0.17914590783849932
155,0.7306154382033903,0.5903482511043001,0.0053239488549152725,-0.004596316057434158,0.013373865136672602,0.07426219145452347,0.1775508268567464
156,0.73358501014314,0.5934184842417999,0.004776954607853878,-0.004697667782957993,0.010708724717766738,0.07554583475886915,0.17953066997090175
157,0.7356857872664044,0.5950701388963897,0.005292659907961128,-0.00478086258611643,0.013986259548291913,0.07205318021828357,0.17398882838714863
158,0.7344574654420946,0.5915491693323801,0.004620348012647657,-0.0066547775115142205,0.009865257981669262,0.0767308020581852,0.18353572120433528
159,0.7378745729013161,0.5912835525286966,0.0033903768719177885,-0.008761964126241972,0.004233665022437383,0.07422405016612056,0.17845993213260244
160,0.7352023816311616,0.5903630767000482,0.005374742574305258,-0.00457672229867967,0.01284477112291682,0.07585875668688272,0.17931170886075948
161,0.7420865514294609,0.5956855811356558,0.0057305875842899034,-0.0027137010156104147,0.015354547670800134,0.07508472422634206,0.17911087743298912
162,0.7354463666295308,0.5936741309752824,0.00503857571084676,-0.004753446245363779,0.012689854554743918,0.07508901222265227,0.18032601487680627
163,0.7321108740674257,0.5963951123045071,0.005353108612778157,-0.004089931165771943,0.01407267117360056,0.07376519015597043,0.17710605588449152
164,0.7376511807368953,0.5999856263907863,0.006034251856661621,-0.0031299324910752935,0.017962951023557494,0.07613550410397799,0.18379295758663736
165,0.7276419371660562,0.5910355450638184,0.004870722321031806,-0.0044047313765026574,0.011063545780436557,0.07350827681482693,0.1760832352351529
166,0.735826425162014,0.595905041173159,0.0050670088878861375,-0.004590705334396539,0.012108495753051951,0.07228514951971624,0.174390505031966
167,0.736084853739658,0.5976502354512029,0.00680206824165186,-0.0018503865533862074,0.021526365561162608,0.07734262058089104,0.18737704834267555
168,0.735014496039415,0.5964879392164548,0.005463843466354978,-0.004053074393736034,0.0145441419141914,0.07402797277856354,0.17611152019907067
169,0.7277339583182048,0.5930813653507865,0.0044923291627809725,-0.006295420802623797,0.010159985098412538,0.0719332126681158,0.1723732263971438
170,0.733780820385168,0.5975621881880189,0.004515044562948822,-0.006379723058926423,0.009440135572175823,0.07321196751501978,0.17387849001359407
171,0.733226894272017,0.5928735927093545,0.00525550217581916,-0.004942274555414405,0.013190664302674016,0.07469811607834459,0.17838829705897344
172,0.7277960539852527,0.5912748929046923,0.0052052276646915585,-0.004480436556920653,0.013180424966637627,0.07489690447196712,0.17856893089426834
173,0.7427658966690823,0.5976350543317435,0.005316182622808752,-0.004938827916691091,0.014132287652211306,0.07407927659014092,0.17801844707643993
174,0.7358396743922176,0.5909781006367321,0.003610625670886436,-0.009309919802895306,0.0047561965894590275,0.07320036010941519,0.17541642031437948
175,0.7367627626829355,0.5970147299650966,0.005406775739920211,-0.004443282256168857,0.013911742089117829,0.07511076558974075,0.17926522294021802
176,0.7378870903173347,0.5941761169185005,0.006276549687731725,-0.0022878894400332195,0.01800023154082142,0.07811116491422246,0.1859716892167888
177,0.7259861923915473,0.59253057192395,0.005477930138730325,-0.0034130340020185335,0.015315823264083206,0.0752675460860737,0.18238825883922616
178,0.735810807738469,0.5914876216889846,0.004951037937454661,-0.004890487746383343,0.01200932731287696,0.07262393269562738,0.17489329268292683
179,0.7284901845432517,0.5896192448582834,0.004430655165084785,-0.006569608352474554,0.009109116503937975,0.07544744439664332,0.18113721310890263
180,0.7390600481508729,0.5936284167910448,0.0042197993726174055,-0.006811461388934736,0.007887667887667926,0.07435676302273371,0.1784767308355687
181,0.7406673612850221,0.5999024511668187,0.005865641657342047,-0.003062255514360679,0.016585180197324134,0.07849137388238256,0.18925259688214904
182,0.7292439200794584,0.5908677838223243,0.004523280308217359,-0.005069877769022901,0.010099786713853809,0.074355818422647,0.17982217476565468
183,0.7347351167290069,0.5981263563160781,0.005540213198843014,-0.004577334212279904,0.014975190016263462,0.07520201144442518,0.18093687975468262
184,0.7392779146261778,0.5923024790184167,0.004201912415615072,-0.006827425428829859,0.007584453919317835,0.07499548705617608,0.1775492681331262
185,0.7354459216528919,0.5911839077748424,0.0037300370589442577,-0.008308098366695216,0.0059957008903565034,0.07331474971902531,0.17607516077170418
186,0.7444204405432093,0.5981868683329108,0.007136199593615111,-0.0007879186833983365,0.022181692399610098,0.07894513797236918,0.18563350680544435
187,0.7282100185940656,0.5922820827687605,0.004885122716953849,-0.003986281499382072,0.012319143390277953,0.0730500515806085,0.17812696088684377
188,0.7425182987212318,0.5967923936280901,0.006053150716723965,-0.003498752332650623,0.01641702490866137,0.07751198154057501,0.18582861803537748
189,0.7365672975129102,0.5944597290874178,0.004956833951912265,-0.0052938388951183635,0.012584293857133777,0.07453461862647,0.18050206077468517
190,0.7288900552054467,0.5912639786928381,0.004131222025874792,-0.00737981437870483,0.008126762730116366,0.07277169871454373,0.1750825082508251
191,0.7329582544339905,0.5917599689273585,0.004924002157518981,-0.0050611741475410366,0.011740313277894598,0.07430851418917414,0.1775299956342615
192,0.7314989525743458,0.5902640926240027,0.004628010430430374,-0.005820854784928664,0.010400043798195813,0.07410383327066734,0.17798686312799575
193,0.737726958526144,0.5943820778174761,0.004144502704131359,-0.006866052559365898,0.008359476383061892,0.07267073388478258,0.1754721429132724
194,0.7351468503962927,0.5928291919844622,0.0060096686920654285,-0.0024782190763616985,0.017026471081376227,0.07779960976747217,0.18706449704735265
195,0.7413095082877069,0.596917175943307,0.005792843706369344,-0.00201214268871841,0.016149338320025852,0.07617670801390787,0.18087544080797358
196,0.7327780300724972,0.5941374256528045,0.005497158849214423,-0.005870181088392656,0.014525602844485563,0.07592081753193161,0.1819235517927785
197,0.7258697390512203,0.5893480407589949,0.005010591428594391,-0.003220667601175786,0.012647743869551031,0.07406247180222314,0.1772400326764829
198,0.733864982138286,0.5912443286812632,0.0050912924180271935,-0.004195248063542101,0.013285137447911155,0.07235885521502233,0.17630154725605823
199,0.7364773679537282,0.5966836927145887,0.006052770593029,-0.0022246889571941875,0.01766886524481248,0.07466242636845856,0.1772444995099956
200,0.7288935984185022,0.590184711231711,0.004831231270920111,-0.005498373567123682,0.011376561995341872,0.07551155070610324,0.18144241591219212
201,0.7273453784647568,0.5928107083105129,0.005309850088336288,-0.004210040831498785,0.013050422546601381,0.07417465854906925,0.17749665128739395
202,0.7357444707119173,0.5941715363221488,0.0038489656031298614,-0.007305996714964347,0.006234478316608283,0.07546419618373146,0.18052430124713453
203,0.7352789115123646,0.5946213849172789,0.005928588202860907,-0.0025458013850232497,0.016899150164473964,0.07418758521757661,0.17884364167498124
204,0.7320262214444793,0.5946185295015599,0.004835717936960027,-0.006666134083556652,0.011787085579646916,0.0743224561084139,0.17934799105561908
205,0.7325172367525496,0.5931397046321758,0.00499940199507376,-0.004436706364807863,0.012150486766426827,0.07577781952445077,0.17937966802865266
206,0.7356908862929865,0.5927738127478055,0.005626357659312853,-0.0027620117407310962,0.01503183769566696,0.07205868075433294,0.17153071396651884
